run_id,fold,horizon,seed,lookback,model_family,objective,pretraining_objective,max_epochs,epochs_ran,best_epoch,monitored_metric,best_validation_score,early_stopping_patience,early_stopped,training_seconds,test_macro_f1,test_accuracy,test_mcc,test_ece,status
fold_3__h50__seed_1__lb50__supervised,3,50,1,50,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.7811642411511235,5,False,148.87561742775142,0.7575300568548476,0.7559366041001785,0.6342356615228637,0.06075767211128712,skipped_existing
fold_3__h50__seed_1__lb50__deeplob_style__supervised,3,50,1,50,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.7924634421002046,5,False,92.69293419830501,0.5354400168941241,0.5348352896630064,0.313194664259227,0.048344074497243435,skipped_existing
fold_3__h50__seed_1__lb100__supervised,3,50,1,100,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.546323230006335,5,False,277.4616565471515,0.5160586691908544,0.5181995450113747,0.2746523684802516,0.04149855322020142,skipped_existing
fold_3__h50__seed_1__lb100__deeplob_style__supervised,3,50,1,100,deeplob_style,supervised,none,25,25,22,validation_macro_f1,0.7847749410184587,5,False,144.10581735894084,0.5381943380887191,0.5503195753439497,0.37386195706248315,0.1512250316331766,skipped_existing
fold_3__h50__seed_2__lb20__supervised,3,50,2,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.7924785556712277,5,False,95.29438460385427,0.7609565734739901,0.7592152199762188,0.637886694990823,0.0640347184143413,skipped_existing
fold_3__h50__seed_2__lb20__deeplob_style__supervised,3,50,2,20,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.7891859274834979,5,False,65.2430488569662,0.5702314662261504,0.5790995568046697,0.3813727999708645,0.11439683774762308,skipped_existing
fold_3__h50__seed_2__lb50__supervised,3,50,2,50,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7840307439070493,5,False,151.66863348614424,0.7647650627761742,0.7637799534808244,0.6469855057668955,0.06586212692280725,skipped_existing
fold_3__h50__seed_2__lb50__deeplob_style__supervised,3,50,2,50,deeplob_style,supervised,none,25,14,9,validation_macro_f1,0.7642270123837621,5,True,52.35105320485309,0.5447607249194405,0.565775950668037,0.3595785429105395,0.06911607781599641,skipped_existing
fold_3__h50__seed_2__lb100__supervised,3,50,2,100,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.4531409081280686,5,False,278.0504860864021,0.43131227894046714,0.44049940418156214,0.15428223850820766,0.05655014828435911,skipped_existing
fold_3__h50__seed_2__lb100__deeplob_style__supervised,3,50,2,100,deeplob_style,supervised,none,25,25,20,validation_macro_f1,0.7826546576086386,5,True,141.15707758720964,0.44734195098164004,0.48838154046148846,0.28177032664187884,0.4402085829103982,skipped_existing
fold_4__h10__seed_0__lb20__supervised,4,10,0,20,matrix_transformer,supervised,none,25,17,12,validation_macro_f1,0.7424155655551093,5,True,87.6678945440799,0.7393381292654491,0.8019041592360352,0.6413038080277096,0.012482118464588916,skipped_existing
fold_4__h10__seed_0__lb20__deeplob_style__supervised,4,10,0,20,deeplob_style,supervised,none,25,25,22,validation_macro_f1,0.7493312181184549,5,False,87.26031734282151,0.4784492563944111,0.48173502847609734,0.29561451830561086,0.24238459128683806,skipped_existing
fold_4__h10__seed_0__lb50__supervised,4,10,0,50,matrix_transformer,supervised,none,25,24,19,validation_macro_f1,0.7354958255179622,5,True,192.21477795764804,0.7338079835120576,0.7969253800092123,0.6317040693831097,0.01100719363367049,skipped_existing
fold_4__h10__seed_0__lb50__deeplob_style__supervised,4,10,0,50,deeplob_style,supervised,none,25,19,14,validation_macro_f1,0.7447091231753006,5,True,93.29314164118841,0.45153590698281837,0.45154882542607094,0.27850801446723994,0.3991333759975585,skipped_existing
fold_4__h10__seed_0__lb100__supervised,4,10,0,100,matrix_transformer,supervised,none,25,17,12,validation_macro_f1,0.2862858445583366,5,True,255.52235103817657,0.2689835494108935,0.5819350746698956,0.04732140488726343,0.034260222748536996,skipped_existing
fold_4__h10__seed_0__lb100__deeplob_style__supervised,4,10,0,100,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7506537509499521,5,False,191.40150733618066,0.43465505426160944,0.44995098887159085,0.262264763200009,0.40333166027647116,skipped_existing
fold_4__h10__seed_1__lb20__supervised,4,10,1,20,matrix_transformer,supervised,none,25,14,9,validation_macro_f1,0.7295231538944001,5,True,72.38752588396892,0.7311191829123981,0.7935339124431916,0.6258202367578086,0.029332373360561735,skipped_existing
fold_4__h10__seed_1__lb20__deeplob_style__supervised,4,10,1,20,deeplob_style,supervised,none,25,25,22,validation_macro_f1,0.7480483715350927,5,False,87.92085405392572,0.49687646596402546,0.4880055226370592,0.31446183984091775,0.250954289074395,skipped_existing
fold_4__h10__seed_1__lb50__supervised,4,10,1,50,matrix_transformer,supervised,none,25,25,20,validation_macro_f1,0.7433000067251552,5,True,200.12108699930832,0.7223397925630888,0.7882312298479963,0.6160703915225971,0.04952564545861688,skipped_existing
fold_4__h10__seed_1__lb50__deeplob_style__supervised,4,10,1,50,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.7518404249374814,5,False,123.258646606002,0.6020089729013437,0.6251439428834639,0.4152274643340402,0.04204007477108652,skipped_existing
fold_4__h10__seed_1__lb100__supervised,4,10,1,100,matrix_transformer,supervised,none,25,10,5,validation_macro_f1,0.2821783954013492,5,True,150.36622555414215,0.29326910979315496,0.4116069884103096,-0.05283038754347169,0.14043529237523866,skipped_existing
fold_4__h10__seed_1__lb100__deeplob_style__supervised,4,10,1,100,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.741337049963887,5,False,192.03944936115295,0.6802529824731648,0.7671394799054374,0.5743836361749947,0.020207171863123655,skipped_existing
fold_4__h10__seed_2__lb20__supervised,4,10,2,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.7548516474946241,5,False,128.94390650000423,0.7510962255018372,0.7978484726456884,0.6418355542525546,0.02019440393126947,skipped_existing
fold_4__h10__seed_2__lb20__deeplob_style__supervised,4,10,2,20,deeplob_style,supervised,none,25,25,20,validation_macro_f1,0.7429444889982255,5,True,89.89740479318425,0.4905276049286214,0.48607835241327735,0.2888298481916716,0.2514436157199648,skipped_existing
fold_4__h10__seed_2__lb50__supervised,4,10,2,50,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.7402168582556596,5,False,202.130821777042,0.7222977434656069,0.7940177337632427,0.6263798457400241,0.021687419387546352,skipped_existing
fold_4__h10__seed_2__lb50__deeplob_style__supervised,4,10,2,50,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7511572235140797,5,False,124.57030557980761,0.4346943287553258,0.44628051589129436,0.2661666889104077,0.47179833102242746,skipped_existing
fold_4__h10__seed_2__lb100__supervised,4,10,2,100,matrix_transformer,supervised,none,25,6,1,validation_macro_f1,0.26529140084127295,5,True,90.09293630486354,0.29746569057352795,0.3531107651502047,-0.045076220535098084,0.1861350508132598,skipped_existing
fold_4__h10__seed_2__lb100__deeplob_style__supervised,4,10,2,100,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.7529475493885697,5,False,193.39425221132115,0.4457823238769661,0.45294931672720984,0.2747670181120798,0.4277226787833957,skipped_existing
fold_4__h50__seed_0__lb20__supervised,4,50,0,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.7879484952782244,5,False,129.08862041309476,0.776813899330525,0.7759017430823218,0.6644212090476564,0.05892236009151432,skipped_existing
fold_4__h50__seed_0__lb20__deeplob_style__supervised,4,50,0,20,deeplob_style,supervised,none,25,25,21,validation_macro_f1,0.7729668430862099,5,False,87.62324270186946,0.5702552030343332,0.5883621929471322,0.38586415334341195,0.16483570916305734,skipped_existing
fold_4__h50__seed_0__lb50__supervised,4,50,0,50,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7604299959524461,5,False,202.08264878485352,0.7399558205692914,0.7390027637033625,0.6055647119394859,0.027434317407958802,skipped_existing
fold_4__h50__seed_0__lb50__deeplob_style__supervised,4,50,0,50,deeplob_style,supervised,none,25,25,20,validation_macro_f1,0.770992713041777,5,True,124.26029544882476,0.4874422243494763,0.4992802855826808,0.3309261247103824,0.31173546432984967,skipped_existing
fold_4__h50__seed_0__lb100__supervised,4,50,0,100,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.6075153645463663,5,False,373.36606422718614,0.5110763613750778,0.5288300755347979,0.28364817361141487,0.11932151648630147,skipped_existing
fold_4__h50__seed_0__lb100__deeplob_style__supervised,4,50,0,100,deeplob_style,supervised,none,25,15,10,validation_macro_f1,0.7507148293944832,5,True,116.02563653513789,0.4927487666899751,0.5127717234619155,0.28860233230892585,0.35068592320439,skipped_existing
fold_4__h50__seed_1__lb20__supervised,4,50,1,20,matrix_transformer,supervised,none,25,22,17,validation_macro_f1,0.7875411334784573,5,True,114.20645549613982,0.772273479433816,0.771385836737042,0.6555992186799068,0.03929597652686995,skipped_existing
fold_4__h50__seed_1__lb20__deeplob_style__supervised,4,50,1,20,deeplob_style,supervised,none,25,17,12,validation_macro_f1,0.750804311647749,5,True,60.300634626764804,0.5295520681217014,0.5552263705919577,0.37452307901335563,0.284463859321076,skipped_existing
fold_4__h50__seed_1__lb50__supervised,4,50,1,50,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.7742667604005486,5,False,201.82331113005057,0.7712841044220268,0.7701520036849379,0.6541445399602644,0.029981706316478708,skipped_existing
fold_4__h50__seed_1__lb50__deeplob_style__supervised,4,50,1,50,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.782797423063017,5,False,125.71898044412956,0.5610027075003959,0.5794564716720405,0.3842304687797419,0.20915916836738743,skipped_existing
fold_4__h50__seed_1__lb100__supervised,4,50,1,100,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.513195373955153,5,False,373.25927508436143,0.4591235168469337,0.4764169982125353,0.2002102927425505,0.06890284014554711,skipped_existing
fold_4__h50__seed_1__lb100__deeplob_style__supervised,4,50,1,100,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7740218245691216,5,False,193.1961663546972,0.5289626002599331,0.5464740817620942,0.3396948798810371,0.26232609669867224,skipped_existing
fold_4__h50__seed_2__lb20__supervised,4,50,2,20,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7973379423967847,5,False,129.25307833589613,0.7953644844466781,0.7959500661565898,0.6914099307727258,0.039048054553796514,skipped_existing
fold_4__h50__seed_2__lb20__deeplob_style__supervised,4,50,2,20,deeplob_style,supervised,none,25,25,22,validation_macro_f1,0.7759854186779829,5,False,90.18615557486191,0.573348386593821,0.5936834838635449,0.3846840443774861,0.09808378092425189,skipped_existing
fold_4__h50__seed_2__lb50__supervised,4,50,2,50,matrix_transformer,supervised,none,25,25,22,validation_macro_f1,0.7791272782031671,5,False,200.55477661499754,0.774008742518089,0.772742975587287,0.6565326439067165,0.028024098942319775,skipped_existing
fold_4__h50__seed_2__lb50__deeplob_style__supervised,4,50,2,50,deeplob_style,supervised,none,25,23,18,validation_macro_f1,0.7730202487769019,5,True,115.20707823010162,0.5393035439155957,0.5520785352372178,0.33808321954236253,0.1475993177332244,skipped_existing
fold_4__h50__seed_2__lb100__supervised,4,50,2,100,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.6355771397192731,5,False,375.3856063578278,0.565178596721581,0.5727094504987603,0.35071081164166457,0.09248391361090859,skipped_existing
fold_4__h50__seed_2__lb100__deeplob_style__supervised,4,50,2,100,deeplob_style,supervised,none,25,19,14,validation_macro_f1,0.7721160925959688,5,True,146.93282775301486,0.49938316589509396,0.5228622498990947,0.3159113992858331,0.3685032395056725,skipped_existing
fold_5__h10__seed_0__lb20__supervised,5,10,0,20,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7576907211233408,5,False,158.86199406301603,0.7582967945286043,0.8227582858457057,0.6647214249706953,0.023082674676303438,skipped_existing
fold_5__h10__seed_0__lb20__deeplob_style__supervised,5,10,0,20,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7514416594204937,5,False,108.81570769101381,0.5245698797372982,0.5436843584698337,0.3446098480153622,0.2142458705609307,skipped_existing
fold_5__h10__seed_0__lb50__supervised,5,10,0,50,matrix_transformer,supervised,none,25,25,22,validation_macro_f1,0.7296086210970384,5,False,249.97984843095765,0.7379006551041111,0.8101168708283252,0.6395481540979255,0.032075396058130416,skipped_existing
fold_5__h10__seed_0__lb50__deeplob_style__supervised,5,10,0,50,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.748767760155297,5,False,154.20213057892397,0.5199210247466217,0.5404700406618418,0.3369678112519504,0.22947484728566514,skipped_existing
fold_5__h10__seed_0__lb100__supervised,5,10,0,100,matrix_transformer,supervised,none,25,6,1,validation_macro_f1,0.2572295869356388,5,True,111.7579706767574,0.2847038892860572,0.4179704504135406,0.012399965425007188,0.16213678632576306,skipped_existing
fold_5__h10__seed_0__lb100__deeplob_style__supervised,5,10,0,100,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7529027661274615,5,False,239.50501751713455,0.5146639410356889,0.5348628786520881,0.3342420270417491,0.17456519241645052,skipped_existing
fold_5__h10__seed_1__lb20__supervised,5,10,1,20,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.7564117573972758,5,False,158.78302471525967,0.756770859919676,0.8193085119975468,0.6603701374364361,0.021426347019081686,skipped_existing
fold_5__h10__seed_1__lb20__deeplob_style__supervised,5,10,1,20,deeplob_style,supervised,none,25,24,19,validation_macro_f1,0.7466714666756413,5,True,105.88345624273643,0.5274025997145557,0.5401068152198911,0.34817282813949535,0.19888586447795012,skipped_existing
fold_5__h10__seed_1__lb50__supervised,5,10,1,50,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7452270463337504,5,False,251.00210813898593,0.748010759203822,0.8166381096079585,0.6521293278059804,0.044177290109927866,skipped_existing
fold_5__h10__seed_1__lb50__deeplob_style__supervised,5,10,1,50,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.7482246362525061,5,False,154.0982643510215,0.5310209144919092,0.5418765823594097,0.3510056270192141,0.24066052448140737,skipped_existing
fold_5__h10__seed_1__lb100__supervised,5,10,1,100,matrix_transformer,supervised,none,25,6,1,validation_macro_f1,0.2572295869356388,5,True,112.49338735314086,0.28464228629074656,0.4178168130489335,0.012373049798468642,0.17631446449026808,skipped_existing
fold_5__h10__seed_1__lb100__deeplob_style__supervised,5,10,1,100,deeplob_style,supervised,none,25,15,10,validation_macro_f1,0.7434073898324997,5,True,143.67759833298624,0.522828165572025,0.5279748034722045,0.3392694985327206,0.2712486736242039,skipped_existing
fold_5__h10__seed_2__lb20__supervised,5,10,2,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.7562525396642847,5,False,159.5672792447731,0.7621329747874009,0.8215316995885825,0.6638969715692249,0.03012215764297911,skipped_existing
fold_5__h10__seed_2__lb20__deeplob_style__supervised,5,10,2,20,deeplob_style,supervised,none,25,21,16,validation_macro_f1,0.7506261597419647,5,True,91.52036710595712,0.5333241289835474,0.5457031150180155,0.35821153164127884,0.23347401675288235,skipped_existing
fold_5__h10__seed_2__lb50__supervised,5,10,2,50,matrix_transformer,supervised,none,25,23,18,validation_macro_f1,0.7413436025477148,5,True,229.81096770288423,0.7463479745819493,0.8157686111040073,0.6502122151744133,0.03462747549423949,skipped_existing
fold_5__h10__seed_2__lb50__deeplob_style__supervised,5,10,2,50,deeplob_style,supervised,none,25,25,21,validation_macro_f1,0.7472468644092608,5,False,152.7346716299653,0.5220616328985471,0.5404956141472521,0.34349118374855164,0.2278912867833186,skipped_existing
fold_5__h10__seed_2__lb100__supervised,5,10,2,100,matrix_transformer,supervised,none,25,6,1,validation_macro_f1,0.2572295869356388,5,True,111.61094708181918,0.28474651379498056,0.4180472690958441,0.012464685452974555,0.1528128023965878,skipped_existing
fold_5__h10__seed_2__lb100__deeplob_style__supervised,5,10,2,100,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7484256821765752,5,False,231.82216374203563,0.5404052740457191,0.5952935753975367,0.3157711733129378,0.1607482119710181,skipped_existing
fold_5__h50__seed_0__lb20__supervised,5,50,0,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.7942417249313306,5,False,159.08225078927353,0.8118899020083781,0.8123834104208724,0.7186021998536118,0.013569572090818438,skipped_existing
fold_5__h50__seed_0__lb20__deeplob_style__supervised,5,50,0,20,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7786820716144502,5,False,107.97007819684222,0.5937645239134164,0.5948943347047249,0.4248876482880836,0.2698496054533802,skipped_existing
fold_5__h50__seed_0__lb50__supervised,5,50,0,50,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7900353911210289,5,False,251.02609497820958,0.8111180136659604,0.8121883231465616,0.7193374235879278,0.03576117966695151,skipped_existing
fold_5__h50__seed_0__lb50__deeplob_style__supervised,5,50,0,50,deeplob_style,supervised,none,25,25,20,validation_macro_f1,0.7714321682905633,5,True,154.99091283977032,0.5366486964424049,0.5537426795898013,0.3973672195818624,0.3313525076803943,skipped_existing
fold_5__h50__seed_0__lb100__supervised,5,50,0,100,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.5143242795948998,5,False,463.9136543869972,0.49649354568047305,0.49788748623665274,0.24926819392234398,0.03608259201612068,skipped_existing
fold_5__h50__seed_0__lb100__deeplob_style__supervised,5,50,0,100,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.7704270192611209,5,False,238.42352676484734,0.5436374624363,0.5582669705272322,0.400674534116078,0.2764611831659207,skipped_existing
fold_5__h50__seed_1__lb20__supervised,5,50,1,20,matrix_transformer,supervised,none,25,25,23,validation_macro_f1,0.8062670770257787,5,False,159.24632487399504,0.8169674778778514,0.8174430787315053,0.726226848907951,0.029264909880676947,skipped_existing
fold_5__h50__seed_1__lb20__deeplob_style__supervised,5,50,1,20,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7778237756355016,5,False,108.13049759203568,0.5992582832748222,0.5954054123118595,0.4149982758574553,0.17732019636433105,skipped_existing
fold_5__h50__seed_1__lb50__supervised,5,50,1,50,matrix_transformer,supervised,none,25,25,22,validation_macro_f1,0.7827120913858939,5,False,249.61882187006995,0.8000560671517665,0.8013451653325832,0.704121288878654,0.025146047922654742,skipped_existing
fold_5__h50__seed_1__lb50__deeplob_style__supervised,5,50,1,50,deeplob_style,supervised,none,25,25,25,validation_macro_f1,0.7781422295306304,5,False,153.86725255474448,0.5444752682649017,0.5582180395366084,0.3993873690824776,0.34099090060067294,skipped_existing
fold_5__h50__seed_1__lb100__supervised,5,50,1,100,matrix_transformer,supervised,none,25,25,24,validation_macro_f1,0.6983573612270263,5,False,465.8136321566999,0.6866185860570463,0.6862468952449235,0.5295960865733703,0.06229079271030398,skipped_existing
fold_5__h50__seed_1__lb100__deeplob_style__supervised,5,50,1,100,deeplob_style,supervised,none,25,25,21,validation_macro_f1,0.7765200261998877,5,False,237.82253425894305,0.5749775149274319,0.5684838552736026,0.36112909680355454,0.1642122938992599,skipped_existing
fold_5__h50__seed_2__lb20__supervised,5,50,2,20,matrix_transformer,supervised,none,25,25,20,validation_macro_f1,0.8079868122390376,5,True,160.3312688251026,0.8188275063207439,0.8194873891600439,0.7295399387726971,0.021691971468297298,skipped_existing
fold_5__h50__seed_2__lb20__deeplob_style__supervised,5,50,2,20,deeplob_style,supervised,none,25,25,23,validation_macro_f1,0.7801003231807008,5,False,108.46004320774227,0.5469991409322273,0.5623897988909616,0.4097057781111048,0.3579001527237709,skipped_existing
fold_5__h50__seed_2__lb50__supervised,5,50,2,50,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.7946897639155265,5,False,248.28455248102546,0.8157636065573434,0.8164335217246759,0.7255351198679327,0.029972738373121317,skipped_existing
fold_5__h50__seed_2__lb50__deeplob_style__supervised,5,50,2,50,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.7801674796457414,5,False,153.63451039418578,0.5449499335018003,0.5609032555046928,0.40493342327633486,0.2986441393353481,skipped_existing
fold_5__h50__seed_2__lb100__supervised,5,50,2,100,matrix_transformer,supervised,none,25,25,25,validation_macro_f1,0.692924682577314,5,False,438.11568741640076,0.6526613746230988,0.6496299900135712,0.4799521428195429,0.053559899305253456,skipped_existing
fold_5__h50__seed_2__lb100__deeplob_style__supervised,5,50,2,100,deeplob_style,supervised,none,25,25,24,validation_macro_f1,0.7807625550037472,5,False,229.02394865220413,0.550924858697848,0.5590607635777021,0.3920258526638358,0.28718430327645106,skipped_existing
