run_id,fold,horizon,seed,lookback,model_family,confidence_threshold,n_total,n_active,active_fraction,macro_f1,mcc
fold_1__h50__seed_1__lb100__deeplob_style__supervised,1,50,1,100,deeplob_style,0.8,38298,24455,0.6385450937385764,0.48921129066446917,0.30385272579555145
fold_1__h50__seed_1__lb100__deeplob_style__supervised,1,50,1,100,deeplob_style,0.9,38298,17415,0.4547234842550525,0.4931821940665187,0.3308132085200233
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.0,38378,38378,1.0,0.6282757192137677,0.4584097422077833
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.5,38378,35416,0.9228203658345927,0.6475904000786809,0.4870450439503725
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.6,38378,29794,0.7763301891708791,0.6754559447133571,0.5350544490525718
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.7,38378,24112,0.6282766168117151,0.7045736304521514,0.5851056841746736
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.8,38378,18064,0.4706863307103028,0.7400803210005394,0.6494409469798609
fold_1__h50__seed_2__lb20__supervised,1,50,2,20,matrix_transformer,0.9,38378,10615,0.2765907551201209,0.7822114676686183,0.7434734854773719
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.0,38378,38378,1.0,0.48249861345237327,0.2703561994300549
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.5,38378,35406,0.922559799885351,0.49194734103080995,0.2875430322867728
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.6,38378,30376,0.7914951274167492,0.5124911498120652,0.3211097487711824
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.7,38378,24480,0.6378654437438116,0.5522712587614323,0.3735909010869433
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.8,38378,17037,0.44392620772317476,0.6362977754239552,0.4813964224811225
fold_1__h50__seed_2__lb20__deeplob_style__supervised,1,50,2,20,deeplob_style,0.9,38378,9385,0.24454114336338528,0.759547394042129,0.6526905748763934
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.0,38348,38348,1.0,0.39699162595829945,0.11008038641334386
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.5,38348,11151,0.29078439553562113,0.4404665460565047,0.16665621544887244
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.6,38348,2749,0.07168561593824971,0.3613917410686634,0.14176815745911026
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.7,38348,747,0.01947950349431522,0.2891465343687087,0.09603201700098515
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.8,38348,86,0.002242620214874309,0.26004728132387706,0.0
fold_1__h50__seed_2__lb50__supervised,1,50,2,50,matrix_transformer,0.9,38348,0,0.0,,
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.0,38348,38348,1.0,0.3718388067360669,0.1261246249436934
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.5,38348,29494,0.7691144257849171,0.348674894293437,0.14985502231512018
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.6,38348,22526,0.5874100344216125,0.3264078124517307,0.16308471186894746
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.7,38348,3045,0.07940440179409618,0.5956258152312128,0.4392264864699143
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.8,38348,2,5.2153958485449043e-05,1.0,0.0
fold_1__h50__seed_2__lb50__deeplob_style__supervised,1,50,2,50,deeplob_style,0.9,38348,0,0.0,,
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.0,38298,38298,1.0,0.37658079670747635,0.06934959950077535
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.5,38298,6462,0.16872943756854145,0.4344343357475784,0.16571360180590866
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.6,38298,1121,0.029270457987362265,0.4299260636321908,0.28415270628132105
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.7,38298,301,0.007859418246383624,0.2503457814661134,0.0
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.8,38298,54,0.0014099953000156666,0.16666666666666666,0.0
fold_1__h50__seed_2__lb100__supervised,1,50,2,100,matrix_transformer,0.9,38298,7,0.00018277716852054936,0.19999999999999998,0.0
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.0,38298,38298,1.0,0.367257546997599,0.1377741240694628
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.5,38298,30216,0.7889707034309885,0.34563924395842677,0.15745122251990415
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.6,38298,24464,0.6387800929552457,0.3099714331043874,0.15812903628262245
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.7,38298,18183,0.4747767507441642,0.25920222139889887,0.1279690122762724
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.8,38298,116,0.003028878792626247,0.2531194295900178,0.0
fold_1__h50__seed_2__lb100__deeplob_style__supervised,1,50,2,100,deeplob_style,0.9,38298,0,0.0,,
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.0,28516,28516,1.0,0.7428174199855168,0.6417035004650763
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.5,28516,26329,0.9233062140552672,0.7796785021477093,0.6943565118567934
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.6,28516,23526,0.8250105204095947,0.8276766877347642,0.7671226017852034
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.7,28516,21568,0.7563473137887502,0.8610633732858779,0.814294773758524
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.8,28516,19788,0.6939262168607098,0.884576250646973,0.8454992756869428
fold_2__h10__seed_0__lb20__supervised,2,10,0,20,matrix_transformer,0.9,28516,16502,0.5786926637677093,0.915121740683499,0.8845841959121595
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.0,28516,28516,1.0,0.4822756377494291,0.3152884998568901
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.5,28516,26907,0.9435755365408893,0.4934961644735225,0.3345976239992401
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.6,28516,23426,0.8215037172113901,0.5283736032706784,0.3808559750640194
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.7,28516,20060,0.7034647215598261,0.5720388935620697,0.43016331853235407
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.8,28516,16073,0.563648478047412,0.6308471105838049,0.4962897095255522
fold_2__h10__seed_0__lb20__deeplob_style__supervised,2,10,0,20,deeplob_style,0.9,28516,10322,0.3619722261186702,0.7495447273822572,0.6420576532393857
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.0,28486,28486,1.0,0.6366649244889923,0.47905100993852
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.5,28486,25009,0.877940040721758,0.6733103283894578,0.5387189434965136
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.6,28486,21513,0.7552130871305203,0.7142986647410811,0.6074801339547979
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.7,28486,17643,0.6193568770624166,0.762700168903995,0.6798535202482832
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.8,28486,12847,0.4509934704767254,0.817579484714138,0.7582458626084757
fold_2__h10__seed_0__lb50__supervised,2,10,0,50,matrix_transformer,0.9,28486,6835,0.2399424278592993,0.6333721283678433,0.8103401589139094
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.0,28486,28486,1.0,0.438089381931432,0.2770318989511093
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.5,28486,27698,0.9723372884925928,0.43929687576192994,0.28749437393725474
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.6,28486,26188,0.9193287930913431,0.4421580449535354,0.30393936636658986
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.7,28486,24881,0.8734466053499965,0.443801448581513,0.31039488140029586
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.8,28486,23311,0.8183318121182335,0.444664078075192,0.31552903648510583
fold_2__h10__seed_0__lb50__deeplob_style__supervised,2,10,0,50,deeplob_style,0.9,28486,20247,0.710770202906691,0.44004425701203015,0.3137328131740259
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.0,28436,28436,1.0,0.2688207127867188,-0.008005426114018416
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.5,28436,13810,0.4856519904346603,0.2598141028473787,0.0
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.6,28436,13760,0.48389365592910394,0.2598128354104759,0.0
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.7,28436,0,0.0,,
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.8,28436,0,0.0,,
fold_2__h10__seed_0__lb100__supervised,2,10,0,100,matrix_transformer,0.9,28436,0,0.0,,
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.0,28436,28436,1.0,0.5712133121823613,0.4531215905955699
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.5,28436,27577,0.9697918131945421,0.577537640453087,0.46669859852007994
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.6,28436,25637,0.9015684343789563,0.5881498715253302,0.4838772463297719
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.7,28436,23075,0.8114713743142495,0.6064000714099563,0.5046403112106272
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.8,28436,17759,0.6245252496834998,0.6470171615013541,0.55039588857987
fold_2__h10__seed_0__lb100__deeplob_style__supervised,2,10,0,100,deeplob_style,0.9,28436,11074,0.3894359262906175,0.7167632160160102,0.63081379066698
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.0,28516,28516,1.0,0.7391370894427155,0.6382571843591641
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.5,28516,26307,0.9225347173516623,0.7748023874245664,0.6913078375219223
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.6,28516,23424,0.821433581147426,0.8237313901523624,0.7647170527323334
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.7,28516,21114,0.7404264272689016,0.8613647371687699,0.8183328179297936
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.8,28516,18716,0.6563332865759574,0.8935009312795997,0.8609145315115342
fold_2__h10__seed_1__lb20__supervised,2,10,1,20,matrix_transformer,0.9,28516,14331,0.5025599663346892,0.9230105968554555,0.8996941072902017
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.0,28516,28516,1.0,0.45033367143332564,0.25228177954824166
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.5,28516,25696,0.9011081498106326,0.47070322752883165,0.29330494418198083
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.6,28516,22074,0.7740917379716651,0.5031364280861489,0.3375138110078258
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.7,28516,18784,0.6587179127507364,0.5300171584524543,0.36708298866663597
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.8,28516,14780,0.5183055126946275,0.564778844319518,0.40574645510621193
fold_2__h10__seed_1__lb20__deeplob_style__supervised,2,10,1,20,deeplob_style,0.9,28516,8700,0.30509187824379297,0.678393401258239,0.5470940352492215
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.0,28486,28486,1.0,0.7306987098857832,0.6326651081984715
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.5,28486,26585,0.9332654637365724,0.7616206175570488,0.6774129975807235
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.6,28486,24440,0.8579653162957243,0.7941378011104039,0.7244392803814788
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.7,28486,22553,0.7917222495260829,0.8220993378127132,0.7627286307278036
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.8,28486,19974,0.7011865477778558,0.8509114272676364,0.8016550436506302
fold_2__h10__seed_1__lb50__supervised,2,10,1,50,matrix_transformer,0.9,28486,15436,0.5418802218633715,0.8813312450208174,0.8487766869542005
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.0,28486,28486,1.0,0.45801355302204,0.27653153968516914
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.5,28486,25604,0.8988274942076809,0.4837651603300524,0.3192330281916393
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.6,28486,21682,0.7611458260197992,0.5270712593016214,0.37148566007961015
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.7,28486,17714,0.6218493294951907,0.580566980214157,0.42879588349429315
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.8,28486,12654,0.4442182124552412,0.6711065417636138,0.5331547096833184
fold_2__h10__seed_1__lb50__deeplob_style__supervised,2,10,1,50,deeplob_style,0.9,28486,6633,0.23285122516323808,0.8930928346866764,0.8523725177844281
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.0,28436,28436,1.0,0.2686948368948186,-0.008140658756734446
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.5,28436,13803,0.4854058236038824,0.2597865817710176,0.0
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.6,28436,13748,0.48347165564777045,0.2597886886264761,0.0
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.7,28436,0,0.0,,
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.8,28436,0,0.0,,
fold_2__h10__seed_1__lb100__supervised,2,10,1,100,matrix_transformer,0.9,28436,0,0.0,,
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.0,28436,28436,1.0,0.4603946436458357,0.25935721130039135
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.5,28436,25275,0.8888380925587284,0.47709204141991846,0.2956507063675778
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.6,28436,20426,0.7183148122098748,0.5130701330394435,0.3572015459328145
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.7,28436,16171,0.5686805457870305,0.5653836547080371,0.4293224603890158
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.8,28436,11686,0.4109579406386271,0.6611975589229011,0.5703971136668273
fold_2__h10__seed_1__lb100__deeplob_style__supervised,2,10,1,100,deeplob_style,0.9,28436,7692,0.2705021803347869,0.8020942095430558,0.7850482165917816
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.0,28516,28516,1.0,0.740780798859618,0.6362154241938611
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.5,28516,25732,0.9023705989619862,0.7839232285429169,0.7009662696157435
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.6,28516,22714,0.7965352784401739,0.8378801646865233,0.7823176257537441
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.7,28516,20899,0.732886800392762,0.8667849755194018,0.8245407713032521
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.8,28516,19013,0.6667484920746247,0.8894287574155921,0.8562045114475417
fold_2__h10__seed_2__lb20__supervised,2,10,2,20,matrix_transformer,0.9,28516,15441,0.5414854818347594,0.9192675831388187,0.8949082538970106
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.0,28516,28516,1.0,0.4745092670703699,0.30152153203262033
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.5,28516,27204,0.9539907420395567,0.48214381966694714,0.3186832138915306
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.6,28516,25047,0.8783489970542853,0.49614333454630727,0.3427433785241378
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.7,28516,23144,0.8116145321924534,0.5030783763450509,0.3518765438851195
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.8,28516,20682,0.7252770374526581,0.5026603772180048,0.35208478416552746
fold_2__h10__seed_2__lb20__deeplob_style__supervised,2,10,2,20,deeplob_style,0.9,28516,16303,0.5717141254032824,0.473968985794837,0.33865401992975963
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.0,28486,28486,1.0,0.7419588381240049,0.6449511000240027
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.5,28486,26459,0.9288422382924946,0.7720344217313735,0.6901827386300289
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.6,28486,24151,0.8478199817454188,0.8118757548797344,0.7506112363745227
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.7,28486,22665,0.7956540054763743,0.8396210662890301,0.788026832819737
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.8,28486,21247,0.7458751667485782,0.8641742483724856,0.8194753735755846
fold_2__h10__seed_2__lb50__supervised,2,10,2,50,matrix_transformer,0.9,28486,18938,0.6648178052376607,0.8875090375633703,0.84846838798851
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.0,28486,28486,1.0,0.45693722685809957,0.28817069256278943
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.5,28486,27095,0.9511689952959348,0.4618302554724431,0.3028708757947332
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.6,28486,24920,0.8748156989398301,0.4692115059418401,0.3190274937905885
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.7,28486,22881,0.803236677666222,0.47163031814690987,0.3253035269335914
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.8,28486,19872,0.6976058414659833,0.48716348630479706,0.3407360016159707
fold_2__h10__seed_2__lb50__deeplob_style__supervised,2,10,2,50,deeplob_style,0.9,28486,9448,0.3316716983781507,0.7114609076487944,0.5750541835045021
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.0,28436,28436,1.0,0.26860774426020084,-0.008407560872846994
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.5,28436,13800,0.485300323533549,0.2598030544253788,0.0
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.6,28436,13743,0.4832958221972148,0.2597560253449399,0.0
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.7,28436,0,0.0,,
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.8,28436,0,0.0,,
fold_2__h10__seed_2__lb100__supervised,2,10,2,100,matrix_transformer,0.9,28436,0,0.0,,
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.0,28436,28436,1.0,0.42015922805870315,0.22675616401580792
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.5,28436,25367,0.8920734280489521,0.4389550113017738,0.26300138478498297
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.6,28436,20920,0.7356871571247714,0.462994420096887,0.30919982444450905
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.7,28436,15040,0.5289070192713462,0.5340032868733179,0.4032318346489014
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.8,28436,8402,0.29547053031368686,0.7408195648189828,0.6951219123847396
fold_2__h10__seed_2__lb100__deeplob_style__supervised,2,10,2,100,deeplob_style,0.9,28436,4576,0.16092277394851598,0.9073305397374258,0.9081290498418557
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.0,28516,28516,1.0,0.7567343531269245,0.6439944823077342
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.5,28516,26547,0.930951045027353,0.7800591462597559,0.6787847841383322
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.6,28516,23236,0.8148407911348016,0.8151672294020368,0.7317006382816369
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.7,28516,19846,0.6959601627156684,0.8496524681010594,0.7820968108740844
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.8,28516,15927,0.5585285453780334,0.8832107557060266,0.8298866927050006
fold_2__h50__seed_0__lb20__supervised,2,50,0,20,matrix_transformer,0.9,28516,11143,0.39076308037592933,0.9248784320440837,0.8900858995809638
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.0,28516,28516,1.0,0.5697622936477736,0.41504818642662183
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.5,28516,24950,0.8749473979520269,0.5947013343600251,0.4552966405882356
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.6,28516,20582,0.7217702342544536,0.6369900258609794,0.5170107672989475
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.7,28516,15550,0.5453078973208023,0.702758322019282,0.6064558536568585
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.8,28516,9953,0.3490321223172956,0.7963782817090536,0.7288954175202597
fold_2__h50__seed_0__lb20__deeplob_style__supervised,2,50,0,20,deeplob_style,0.9,28516,4928,0.1728152616075186,0.8745625690049906,0.8240864693889367
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.0,28486,28486,1.0,0.7321293253465262,0.6050568218961055
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.5,28486,25811,0.9060942217229516,0.761909847379275,0.6490565949479493
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.6,28486,21943,0.7703082215825318,0.8023220178746637,0.7092145143583913
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.7,28486,18035,0.6331180228884364,0.8399935079292269,0.764781413955434
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.8,28486,13917,0.4885557817875448,0.8788908507133653,0.8225229986949582
fold_2__h50__seed_0__lb50__supervised,2,50,0,50,matrix_transformer,0.9,28486,8134,0.2855437758899108,0.9277049865810634,0.8945545911055234
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.0,28486,28486,1.0,0.4980996286180388,0.3262434441760596
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.5,28486,27409,0.9621919539422874,0.5001817149971163,0.3401904202873693
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.6,28486,25754,0.9040932387839641,0.49903078081164104,0.3529830597561581
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.7,28486,23952,0.8408340939408833,0.49942153238914805,0.36593417119491706
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.8,28486,21237,0.7455241171101594,0.5022065553066968,0.38230379146060117
fold_2__h50__seed_0__lb50__deeplob_style__supervised,2,50,0,50,deeplob_style,0.9,28486,15493,0.543881204802359,0.5124588795907195,0.4007798682174835
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.0,28436,28436,1.0,0.36355017485884905,0.08383226407044272
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.5,28436,546,0.0192010128006752,0.41552185615970344,0.29541682495916477
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.6,28436,162,0.005697003798002532,0.29296424452133796,0.0
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.7,28436,43,0.00151216767477845,0.2571428571428572,0.0
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.8,28436,0,0.0,,
fold_2__h50__seed_0__lb100__supervised,2,50,0,100,matrix_transformer,0.9,28436,0,0.0,,
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.0,28436,28436,1.0,0.4767791698507809,0.33081514847278143
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.5,28436,27051,0.9512941341960894,0.47717192885550386,0.341816107559793
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.6,28436,25353,0.8915810943873963,0.4737936008364267,0.35025273927343226
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.7,28436,23737,0.8347517231678154,0.4621909619054276,0.34966470997180465
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.8,28436,21931,0.7712406808271206,0.44181881092197545,0.34020485614349344
fold_2__h50__seed_0__lb100__deeplob_style__supervised,2,50,0,100,deeplob_style,0.9,28436,19229,0.6762202841468561,0.3949276700533691,0.3053338921790166
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.0,28516,28516,1.0,0.7604149416436029,0.6471351368449739
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.5,28516,26574,0.9318978818908683,0.7833109166492974,0.6816967410091223
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.6,28516,23582,0.8269743302005892,0.816556176241075,0.7319023828601051
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.7,28516,20738,0.7272408472436527,0.8488983788902115,0.7806123326491013
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.8,28516,17465,0.6124631785664189,0.8797964865728439,0.8257350289750972
fold_2__h50__seed_1__lb20__supervised,2,50,1,20,matrix_transformer,0.9,28516,13067,0.4582339739093842,0.9150833192621753,0.8765811376647392
