model_family,run_count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,brier_score_mean,brier_score_std,ece_mean,ece_std
deeplob_style,90,0.5425656888520028,0.08976757156890183,0.5132598496155721,0.06702058709019108,0.33556041474157733,0.08826244107912601,0.6644476848303474,0.165277869118806,0.2223199117708157,0.12224205713167743
matrix_transformer,90,0.6564959626057603,0.16810787867002278,0.6013161783686662,0.1950014564591787,0.4294106992391572,0.2727225229374657,0.4318182770730772,0.1621706100956779,0.06167770201601517,0.04693576732334197
