feature_group,horizon,run_count,mean_delta_macro_f1,mean_delta_mcc,std_delta_macro_f1,std_delta_mcc,macro_f1_degradation_count,macro_f1_improvement_count,macro_f1_neutral_count,mcc_degradation_count,mcc_improvement_count,mcc_neutral_count
depth_imbalance,10,5,-1.4673231453616833e-05,-0.00020590386048120477,0.0002902895402514764,0.000667023602511913,1,4,0,1,4,0
depth_imbalance,50,5,-0.0008716742112901798,-0.00036196621494114005,0.0017080610050421653,0.001683156606542517,3,2,0,3,2,0
snapshot_order_flow_proxy,10,5,-0.5041043589855637,-0.6222107591561847,0.009685502518383638,0.026941355265494387,5,0,0,5,0,0
snapshot_order_flow_proxy,50,5,-0.1697913010898326,-0.24735552355401022,0.016680600965981226,0.016351554117663487,5,0,0,5,0,0
spread,10,5,0.00035357318997186174,0.0007199196941997251,0.00041497973745597335,0.0006285474324411549,1,4,0,0,5,0
spread,50,5,-0.0049810685342913195,-0.00547681580989038,0.001657302641331605,0.0033828266851796403,5,0,0,4,1,0
top_of_book_imbalance,10,5,-2.0400821071575593e-06,-1.5034049940779625e-07,5.5264163253509945e-05,6.0169492478895513e-05,2,1,2,2,1,2
top_of_book_imbalance,50,5,-5.2753045594540006e-05,-0.00011448464744762,0.0001982665187266702,0.00036521329084643713,1,1,3,1,1,3
