fold,horizon,seed,lookback,model_family,ssl_objective,comparison,supervised_run_id,ssl_run_id,supervised_macro_f1,ssl_macro_f1,delta_macro_f1,supervised_accuracy,ssl_accuracy,delta_accuracy,supervised_mcc,ssl_mcc,delta_mcc,supervised_ece,ssl_ece,delta_ece,supervised_brier_score,ssl_brier_score,delta_brier_score,supervised_nll,ssl_nll,delta_nll,macro_f1_outcome,ece_outcome,mcc_outcome,status,reason
1,10,0,10,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_1__h10__seed_0__lb10__supervised,fold_1__h10__seed_0__lb10__masked_reconstruction,0.2598609546144611,0.24812577739607686,-0.011735177218384268,0.590340731478587,0.5912264249244555,0.0008856934458685295,0.0319831406009846,0.012203749026723299,-0.019779391574261306,0.13033527113480917,0.1270182237023448,-0.0033170474324643595,0.5878413779888315,0.590658213461356,0.002816835472524537,0.9933300906848914,0.9998028165397608,0.0064727258548693545,loss,win,loss,matched,
1,10,0,10,matrix_transformer,next_field,supervised_vs_next_field,fold_1__h10__seed_0__lb10__supervised,fold_1__h10__seed_0__lb10__next_field,0.2598609546144611,0.24767518009168302,-0.012185774522778109,0.590340731478587,0.5911222256955299,0.0007814942169428463,0.0319831406009846,0.0,-0.0319831406009846,0.13033527113480917,0.16919407152495625,0.03885880039014708,0.5878413779888315,0.6214368155048346,0.033595437516003135,0.9933300906848914,1.0738281822469482,0.08049809156205678,loss,loss,loss,matched,
