horizon,model,ablation_mode,feature_group,completed_runs,failed_runs,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_mcc,std_mcc,mean_ece
50,logistic,remove_one_group,top_of_book,15,0,0.4315196633290487,0.02565919001592341,0.4231804465176561,0.02026075173139752,0.14519011149575747,0.03400141684162715,0.028057183547980615
50,logistic,remove_one_group,top_of_book_imbalance,15,0,0.4320126783040436,0.025552949222342813,0.42343449945951306,0.020046200235692157,0.14590998384117296,0.033771143903981844,0.02852786479684916
50,logistic,remove_one_group,volatility_proxy,15,0,0.43119931607059675,0.025479533338530654,0.42247599002696584,0.02017674654128877,0.14470658478985923,0.03375521298774065,0.028456378939487895
50,ridge,all_features,all,15,0,0.41626349706607324,0.02480107313576161,0.403461323157962,0.021780536118705028,0.1218737381404673,0.029834965793371526,
50,ridge,derived_microstructure_only,derived_microstructure,15,0,0.3490040460898224,0.005715010881985491,0.3331592449230525,0.00662247903806418,0.02024780650242871,0.0056461108710456195,
50,ridge,no_proxy_features,no_proxy,15,0,0.41233514418402856,0.02549652187093555,0.3989386936493009,0.021899230135653324,0.11596066036491612,0.030839800960630246,
50,ridge,only_one_group,depth_imbalance,15,0,0.3306434610741574,0.019457714974605057,0.165881187058966,0.007333152635007579,-0.005001942943396518,0.004312426983688666,
50,ridge,only_one_group,depth_slope,15,0,0.3263894050875034,0.01728620462236363,0.235821805287599,0.018524276671878944,-0.01607463151199231,0.017380622605359258,
50,ridge,only_one_group,liquidity_concentration,15,0,0.3308134947760776,0.0193826097530645,0.1658612344698457,0.007211842504477364,0.0013162477077569717,0.0013551805664233328,
50,ridge,only_one_group,microprice,15,0,0.33418779951468214,0.015902158949381257,0.1859365727050998,0.03640598551282635,-0.00491391754684408,0.006635325730407091,
50,ridge,only_one_group,midprice,15,0,0.3342092143970761,0.01590410898120037,0.18594601924705229,0.03641159017369158,-0.003337428986136635,0.006674857972273268,
50,ridge,only_one_group,price_levels,15,0,0.384511928476561,0.030409027664301286,0.343068441461334,0.010649314200300703,0.07856030655367245,0.03259241041605689,
50,ridge,only_one_group,size_levels,15,0,0.3764888476430318,0.023994406914624226,0.34540896605785565,0.020501316809356143,0.06132721784659734,0.021947634603808695,
50,ridge,only_one_group,snapshot_order_flow_proxy,15,0,0.3433410254787636,0.017154466846930873,0.2717276924450241,0.018506370786609234,0.017868486063071096,0.04201002807711831,
50,ridge,only_one_group,spread,15,0,0.36000116371338947,0.014359966428541157,0.28826936188319763,0.030718617685779423,0.05223602942192388,0.021979861502629216,
50,ridge,only_one_group,top_of_book,15,0,0.3462057118082896,0.015025722294466137,0.28121331005395905,0.0329970193668994,0.014392485045479582,0.013244154467708139,
50,ridge,only_one_group,top_of_book_imbalance,15,0,0.3307125279366049,0.019400723537469484,0.16567807934379158,0.007309425814561754,-0.0030634067197594073,0.005207323354999352,
50,ridge,only_one_group,volatility_proxy,15,0,0.33066163091910283,0.019535459140838568,0.1664318013858669,0.007399612011305894,-0.0028598063282007815,0.004144983172969948,
50,ridge,raw_lob_only,raw_lob,15,0,0.4107533909118865,0.0269145378851188,0.39207862503238605,0.022582124946962618,0.1136508334697638,0.031315265608814244,
50,ridge,remove_one_group,depth_imbalance,15,0,0.41630662219712455,0.024752875186814165,0.4035245195945992,0.02176277877697641,0.12193568683231293,0.029793070810145737,
50,ridge,remove_one_group,depth_slope,15,0,0.41626349706607324,0.02480107313576161,0.403461323157962,0.021780536118705028,0.1218737381404673,0.029834965793371526,
50,ridge,remove_one_group,liquidity_concentration,15,0,0.41626659428098717,0.024745426316074855,0.40347735520634864,0.021715587969960506,0.12187214742783552,0.029778625760516673,
50,ridge,remove_one_group,microprice,15,0,0.4163135619046599,0.0248936971536953,0.40351044912204015,0.021913118963577793,0.12195410909817318,0.029985247920472528,
50,ridge,remove_one_group,midprice,15,0,0.4162018945032639,0.024837641755107557,0.40349154116026487,0.02183299866652695,0.12177757930785771,0.029925479165107242,
50,ridge,remove_one_group,price_levels,15,0,0.39704371857412923,0.014615559017927278,0.38764106992055664,0.01281985336775964,0.09321993020090133,0.014304446859232321,
50,ridge,remove_one_group,size_levels,15,0,0.39062143556633033,0.014549090840141462,0.3814920958808453,0.01310231724834545,0.08274604676701407,0.015724776726800404,
50,ridge,remove_one_group,snapshot_order_flow_proxy,15,0,0.41233514418402856,0.02549652187093555,0.3989386936493009,0.021899230135653324,0.11596066036491612,0.030839800960630246,
50,ridge,remove_one_group,spread,15,0,0.4154777755627986,0.026744028264294447,0.3976037369527174,0.022762744889688442,0.12082865746495403,0.030946282495320006,
50,ridge,remove_one_group,top_of_book,15,0,0.4160302821828298,0.024949095794590925,0.40349789756704696,0.02190398847950602,0.12152761818031833,0.030113762404657244,
