fold,horizon,seed,model,ablation_mode,feature_group,baseline_accuracy,accuracy,delta_accuracy,baseline_macro_f1,macro_f1,delta_macro_f1,baseline_mcc,mcc,delta_mcc,baseline_ece,ece,delta_ece,interpretation
fold_1,20,2,logistic,remove_one_group,top_of_book_imbalance,0.5295465791598302,0.5301195405891085,0.0005729614292783181,0.39445898070997076,0.39525120268418784,0.0007922219742170777,0.197934599122932,0.1993073170123229,0.0013727178893909175,0.025204406446474235,0.025186516267929244,-1.7890178544990865e-05,neutral
fold_1,20,2,logistic,remove_one_group,depth_imbalance,0.5295465791598302,0.5301716279917702,0.0006250488319400338,0.39445898070997076,0.3953837285834438,0.0009247478734730197,0.197934599122932,0.19942634874601106,0.001491749623079075,0.025204406446474235,0.024770698747474996,-0.0004337076989992389,neutral
fold_1,20,2,logistic,remove_one_group,depth_slope,0.5295465791598302,0.5299632783811236,0.0004166992212933929,0.39445898070997076,0.39531916993087685,0.0008601892209060824,0.197934599122932,0.1989233208809762,0.0009887217580442087,0.025204406446474235,0.02507804197817025,-0.0001263644683039862,neutral
fold_1,20,2,logistic,remove_one_group,liquidity_concentration,0.5295465791598302,0.5295986665624919,5.208740266171574e-05,0.39445898070997076,0.3948711655461466,0.0004121848361758329,0.197934599122932,0.1980452898384113,0.00011069071547931131,0.025204406446474235,0.024953260995067193,-0.00025114545140704145,neutral
fold_1,20,2,logistic,remove_one_group,snapshot_order_flow_proxy,0.5295465791598302,0.4831627470896164,-0.04638383207021379,0.39445898070997076,0.2816388548557193,-0.11282012585425144,0.197934599122932,0.06257301772638688,-0.1353615813965451,0.025204406446474235,0.021770261353294653,-0.0034341450931795817,hurt
fold_1,20,2,logistic,remove_one_group,volatility_proxy,0.5295465791598302,0.5300934968877777,0.0005469177279475712,0.39445898070997076,0.3954057469606365,0.0009467662506657537,0.197934599122932,0.19923875067624294,0.001304151553310956,0.025204406446474235,0.025418254576583428,0.00021384813010919337,neutral
fold_1,20,2,logistic,only_one_group,price_levels,0.5295465791598302,0.48227726124436804,-0.04726931791546213,0.39445898070997076,0.22109597583634807,-0.1733630048736227,0.197934599122932,0.024235803389080875,-0.1736987957338511,0.025204406446474235,0.033411555272437575,0.00820714882596334,hurt
fold_1,20,2,logistic,only_one_group,size_levels,0.5295465791598302,0.4765997343542464,-0.05294684480558376,0.39445898070997076,0.23490230526204417,-0.1595566754479266,0.197934599122932,0.005198480345122028,-0.19273611877780997,0.025204406446474235,0.027100219579847415,0.0018958131333731802,hurt
fold_1,20,2,logistic,only_one_group,top_of_book,0.5295465791598302,0.48144386280178136,-0.0481027163580488,0.39445898070997076,0.21665523970254733,-0.17780374100742344,0.197934599122932,0.0,-0.197934599122932,0.025204406446474235,0.023662676796124008,-0.0015417296503502272,hurt
fold_1,20,2,logistic,only_one_group,spread,0.5295465791598302,0.4896736724223247,-0.03987290673750549,0.39445898070997076,0.2520603705489246,-0.14239861016104616,0.197934599122932,0.07628266654707677,-0.12165193257585522,0.025204406446474235,0.036048584043734774,0.01084417759726054,hurt
fold_1,20,2,logistic,only_one_group,midprice,0.5295465791598302,0.48144386280178136,-0.0481027163580488,0.39445898070997076,0.21665523970254733,-0.17780374100742344,0.197934599122932,0.0,-0.197934599122932,0.025204406446474235,0.02680260312427597,0.0015981966778017345,hurt
fold_1,20,2,logistic,only_one_group,microprice,0.5295465791598302,0.48144386280178136,-0.0481027163580488,0.39445898070997076,0.21665523970254733,-0.17780374100742344,0.197934599122932,0.0,-0.197934599122932,0.025204406446474235,0.026692102966024676,0.001487696519550441,hurt
fold_1,20,2,logistic,only_one_group,top_of_book_imbalance,0.5295465791598302,0.48144386280178136,-0.0481027163580488,0.39445898070997076,0.21666666666666667,-0.1777923140433041,0.197934599122932,0.0017944386569025352,-0.19614016046602945,0.025204406446474235,0.04561664300250566,0.020412236556031426,hurt
fold_1,20,2,logistic,only_one_group,depth_imbalance,0.5295465791598302,0.4811313383858114,-0.048415240774018764,0.39445898070997076,0.21657170992473798,-0.17788727078523278,0.197934599122932,-0.010198728040092425,-0.2081333271630244,0.025204406446474235,0.04577191543663878,0.020567508990164542,hurt
fold_1,20,2,logistic,only_one_group,depth_slope,0.5295465791598302,0.48120946948980386,-0.0483371096700263,0.39445898070997076,0.2174079181099203,-0.17705106260005046,0.197934599122932,0.0011519545266994258,-0.19678264459623257,0.025204406446474235,0.05779893490379626,0.032594528457322025,hurt
fold_1,20,2,logistic,only_one_group,liquidity_concentration,0.5295465791598302,0.4813917753991197,-0.04815480376071046,0.39445898070997076,0.216643225503985,-0.17781575520598578,0.197934599122932,-0.0034402098604069914,-0.20137480898333898,0.025204406446474235,0.04551739509382875,0.020312988647354518,hurt
fold_1,20,2,logistic,only_one_group,snapshot_order_flow_proxy,0.5295465791598302,0.5195457978487903,-0.010000781311039875,0.39445898070997076,0.32300013112466247,-0.07145884958530829,0.197934599122932,0.19519520253558414,-0.002739396587347842,0.025204406446474235,0.022565407347116682,-0.002638999099357553,hurt
fold_1,20,2,logistic,only_one_group,volatility_proxy,0.5295465791598302,0.4810532072818189,-0.04849337187801128,0.39445898070997076,0.21714154285200246,-0.1773174378579683,0.197934599122932,-0.004201417914378393,-0.20213601703731038,0.025204406446474235,0.04620925747249145,0.021004851026017218,hurt
fold_1,20,2,logistic,raw_lob_only,raw_lob,0.5295465791598302,0.4756361174050056,-0.05391046175482456,0.39445898070997076,0.24844831785191435,-0.14601066285805642,0.197934599122932,0.01804537589160493,-0.17988922323132706,0.025204406446474235,0.017603037616037445,-0.0076013688304367895,hurt
fold_1,20,2,logistic,derived_microstructure_only,derived_microstructure,0.5295465791598302,0.5301455842904393,0.0005990051306091759,0.39445898070997076,0.37206189230265885,-0.022397088407311916,0.197934599122932,0.20336657448206766,0.005431975359135671,0.025204406446474235,0.023626447308742717,-0.0015779591377315175,hurt
fold_1,20,2,logistic,no_proxy_features,no_proxy,0.5295465791598302,0.4831627470896164,-0.04638383207021379,0.39445898070997076,0.2816388548557193,-0.11282012585425144,0.197934599122932,0.06257301772638688,-0.1353615813965451,0.025204406446474235,0.021770261353294653,-0.0034341450931795817,hurt
fold_1,20,2,ridge,all_features,all,0.5135817902440295,0.5135817902440295,0.0,0.3601085761135927,0.3601085761135927,0.0,0.15826264586567082,0.15826264586567082,0.0,,,,neutral
fold_1,20,2,ridge,remove_one_group,price_levels,0.5135817902440295,0.5147798005052479,0.0011980102612183519,0.3601085761135927,0.3497838086506402,-0.010324767462952522,0.15826264586567082,0.16111444378348785,0.002851797917817034,,,,hurt
fold_1,20,2,ridge,remove_one_group,size_levels,0.5135817902440295,0.5170716462223611,0.003489855978331624,0.3601085761135927,0.35162226093158905,-0.008486315182003656,0.15826264586567082,0.16765111957304243,0.009388473707371614,,,,hurt
fold_1,20,2,ridge,remove_one_group,top_of_book,0.5135817902440295,0.5138422272573379,0.00026043701330835667,0.3601085761135927,0.3593766638575924,-0.0007319122560002778,0.15826264586567082,0.15885928804316285,0.0005966421774920294,,,,neutral
fold_1,20,2,ridge,remove_one_group,spread,0.5135817902440295,0.5049352814021929,-0.008646508841836598,0.3601085761135927,0.3323919037788407,-0.027716672334752,0.15826264586567082,0.13352925887653547,-0.024733386989135353,,,,hurt
fold_1,20,2,ridge,remove_one_group,midprice,0.5135817902440295,0.5133734406333829,-0.00020834961064664093,0.3601085761135927,0.359556771087479,-0.0005518050261136831,0.15826264586567082,0.15770423886690954,-0.0005584069987612794,,,,neutral
fold_1,20,2,ridge,remove_one_group,microprice,0.5135817902440295,0.5132953095293903,-0.00028648071463921454,0.3601085761135927,0.35957362386964037,-0.0005349522439523358,0.15826264586567082,0.1575143615780735,-0.0007482842875973228,,,,neutral
fold_1,20,2,ridge,remove_one_group,top_of_book_imbalance,0.5135817902440295,0.5135817902440295,0.0,0.3601085761135927,0.3601085761135927,0.0,0.15826264586567082,0.15826264586567082,0.0,,,,neutral
fold_1,20,2,ridge,remove_one_group,depth_imbalance,0.5135817902440295,0.5137120087506837,0.00013021850665417833,0.3601085761135927,0.36017995769997907,7.138158638636538e-05,0.15826264586567082,0.15859716592117878,0.00033452005550796415,,,,neutral
fold_1,20,2,ridge,remove_one_group,depth_slope,0.5135817902440295,0.5135817902440295,0.0,0.3601085761135927,0.3601085761135927,0.0,0.15826264586567082,0.15826264586567082,0.0,,,,neutral
fold_1,20,2,ridge,remove_one_group,liquidity_concentration,0.5135817902440295,0.5135036591400369,-7.813110399257361e-05,0.3601085761135927,0.36006588636173537,-4.268975185733881e-05,0.15826264586567082,0.15806468797474582,-0.00019795789092499905,,,,neutral
fold_1,20,2,ridge,remove_one_group,snapshot_order_flow_proxy,0.5135817902440295,0.48344922780425553,-0.03013256243977397,0.3601085761135927,0.28317799205277544,-0.07693058406081726,0.15826264586567082,0.06463546782129541,-0.09362717804437541,,,,hurt
fold_1,20,2,ridge,remove_one_group,volatility_proxy,0.5135817902440295,0.5141547516733078,0.0005729614292783181,0.3601085761135927,0.36073198916919,0.0006234130555973216,0.15826264586567082,0.159731185071756,0.0014685392060851676,,,,neutral
fold_1,20,2,ridge,only_one_group,price_levels,0.5135817902440295,0.48305857228429305,-0.03052321795973645,0.3601085761135927,0.2311638469187546,-0.1289447291948381,0.15826264586567082,0.03620418313127072,-0.1220584627344001,,,,hurt
fold_1,20,2,ridge,only_one_group,size_levels,0.5135817902440295,0.4787092741620439,-0.034872516081985605,0.3601085761135927,0.22913370392491675,-0.13097487218867596,0.15826264586567082,0.007282822823826335,-0.15097982304184449,,,,hurt
