ssl_objective,fold,matched_run_count,mean_delta_macro_f1,mean_delta_mcc,mean_delta_ece,mean_delta_brier_score,macro_f1_wins,ece_wins
market_state_multitask,1,6,-0.031114038405795404,-0.04200482507267795,0.028022240969379383,0.031031212465932132,2,2
market_state_multitask,2,6,0.029948429880915183,0.04344680905344983,-0.013739701748052316,-0.049610703141397115,1,2
market_state_multitask,3,6,-0.07906144620365939,-0.08097111589407659,0.005119081659133167,0.03676243717648445,2,2
market_state_multitask,4,6,-0.0032769969412881333,-0.003140619029599333,-0.0028428834150614167,0.0021676647163589996,3,3
market_state_multitask,5,6,0.13959641926747104,0.2122943380300316,-0.031560227379059815,-0.13805361946438077,5,3
