feature_group,seed,run_count,mean_delta_macro_f1,mean_delta_mcc,std_delta_macro_f1,std_delta_mcc,macro_f1_degradation_count,macro_f1_improvement_count,macro_f1_neutral_count,mcc_degradation_count,mcc_improvement_count,mcc_neutral_count
depth_imbalance,0,10,-0.0004431737213718984,-0.00028393503771117237,0.0012978762949228792,0.001282597828178319,4,6,0,4,6,0
snapshot_order_flow_proxy,0,10,-0.3369478300376982,-0.4347831413550975,0.16771204749125382,0.1887477599533109,10,0,0,10,0,0
spread,0,10,-0.002313747672159729,-0.0023784480578453275,0.0029281445823753794,0.00393943864723245,6,4,0,4,6,0
top_of_book_imbalance,0,10,-2.7396563850848783e-05,-5.7317493973513895e-05,0.00014773226208404845,0.0002678966988493104,3,2,5,3,2,5
