horizon,lookback,model_family,pretraining_objective,completed_run_count,failed_run_count,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_mcc,std_mcc,mean_ece,std_ece,mean_brier_score,mean_nll
10,50,matrix_transformer,masked_reconstruction,1,0,0.5913998122457494,0.0,0.24774826442940556,0.0,0.0,0.0,0.10473526954328262,0.0,0.5762064012701689,0.9806838151969693
10,50,matrix_transformer,next_field,1,0,0.5913998122457494,0.0,0.24774826442940556,0.0,0.0,0.0,0.16179809923064978,0.0,0.6209124579741218,1.0768675239526277
10,50,matrix_transformer,none,1,0,0.5913998122457494,0.0,0.24774826442940556,0.0,0.0,0.0,0.08722833047305542,0.0,0.5814834150393581,0.9850157630275763
50,50,matrix_transformer,masked_reconstruction,1,0,0.47866903097945135,0.0,0.47740857164408207,0.0,0.21553705942809767,0.0,0.07407824201574083,0.0,0.6246850199479408,1.0366316055066438
50,50,matrix_transformer,next_field,1,0,0.41660582038176697,0.0,0.3947903196812012,0.0,0.13249689999302633,0.0,0.08130508186429121,0.0,0.6544956006487564,1.0808889580434349
50,50,matrix_transformer,none,1,0,0.3903984562428288,0.0,0.38832521054460023,0.0,0.09173356193612449,0.0,0.04961886866665754,0.0,0.66599467926505,1.0975990962002484
