fold,horizon,seed,model,ablation_mode,feature_group,features_used,proxy_features_used,unsupported_groups,accuracy,macro_f1,mcc,ece,brier_score,status
fold_1,20,0,logistic,all_features,all,42,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5290257051332136,0.35686052337485474,0.20580656075952056,0.021937571261057477,0.5981649607186037,completed
fold_1,20,0,logistic,remove_one_group,spread,40,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5195457978487903,0.32300013112466247,0.19519520253558414,0.022565407347116682,0.6062436186537862,completed
fold_1,20,0,logistic,remove_one_group,snapshot_order_flow_proxy,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.4896736724223247,0.2520603705489246,0.07628266654707677,0.036048584043734774,0.6283738383031752,completed
fold_1,20,0,logistic,no_proxy_features,no_proxy,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.4896736724223247,0.2520603705489246,0.07628266654707677,0.036048584043734774,0.6283738383031752,completed
fold_1,20,0,ridge,all_features,all,42,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5087637054978253,0.30407001287223023,0.15016687770357753,,,completed
fold_1,20,0,ridge,remove_one_group,spread,40,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.4991275360054171,0.2657750487792479,0.13507818018511258,,,completed
fold_1,20,0,ridge,remove_one_group,snapshot_order_flow_proxy,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.4894392791103472,0.2513328824913131,0.07515035879419574,,,completed
fold_1,20,0,ridge,no_proxy_features,no_proxy,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.4894392791103472,0.2513328824913131,0.07515035879419574,,,completed
