model_name,split,confidence_threshold,cost_bps,latency_steps,eligible_predictions,trade_count_proxy,turnover_proxy,gross_signal_return_proxy,cost_proxy,net_signal_return_proxy,hit_rate_proxy
majority,test,0.0,0.0,0,13860,13860,13860.0,26.393222553504373,0.0,26.393222553504373,0.5805194805194805
majority,test,0.0,0.5,0,13860,13860,13860.0,26.393222553504373,0.5,25.893222553504373,0.5805194805194805
majority,test,0.0,1.0,0,13860,13860,13860.0,26.393222553504373,1.0,25.393222553504373,0.5805194805194805
majority,test,0.0,5.0,0,13860,13860,13860.0,26.393222553504373,5.0,21.393222553504373,0.5805194805194805
majority,test,0.0,0.0,1,13859,13859,13859.0,26.395122968307366,0.0,26.395122968307366,0.5805613680640739
majority,test,0.0,0.5,1,13859,13859,13859.0,26.395122968307366,0.5,25.895122968307366,0.5805613680640739
majority,test,0.0,1.0,1,13859,13859,13859.0,26.395122968307366,1.0,25.395122968307366,0.5805613680640739
majority,test,0.0,5.0,1,13859,13859,13859.0,26.395122968307366,5.0,21.395122968307366,0.5805613680640739
majority,test,0.5,0.0,0,13860,13860,13860.0,26.393222553504373,0.0,26.393222553504373,0.5805194805194805
majority,test,0.5,0.5,0,13860,13860,13860.0,26.393222553504373,0.5,25.893222553504373,0.5805194805194805
majority,test,0.5,1.0,0,13860,13860,13860.0,26.393222553504373,1.0,25.393222553504373,0.5805194805194805
majority,test,0.5,5.0,0,13860,13860,13860.0,26.393222553504373,5.0,21.393222553504373,0.5805194805194805
majority,test,0.5,0.0,1,13859,13859,13859.0,26.395122968307366,0.0,26.395122968307366,0.5805613680640739
majority,test,0.5,0.5,1,13859,13859,13859.0,26.395122968307366,0.5,25.895122968307366,0.5805613680640739
majority,test,0.5,1.0,1,13859,13859,13859.0,26.395122968307366,1.0,25.395122968307366,0.5805613680640739
majority,test,0.5,5.0,1,13859,13859,13859.0,26.395122968307366,5.0,21.395122968307366,0.5805613680640739
majority,test,0.6,0.0,0,13860,13860,13860.0,26.393222553504373,0.0,26.393222553504373,0.5805194805194805
majority,test,0.6,0.5,0,13860,13860,13860.0,26.393222553504373,0.5,25.893222553504373,0.5805194805194805
majority,test,0.6,1.0,0,13860,13860,13860.0,26.393222553504373,1.0,25.393222553504373,0.5805194805194805
majority,test,0.6,5.0,0,13860,13860,13860.0,26.393222553504373,5.0,21.393222553504373,0.5805194805194805
majority,test,0.6,0.0,1,13859,13859,13859.0,26.395122968307366,0.0,26.395122968307366,0.5805613680640739
majority,test,0.6,0.5,1,13859,13859,13859.0,26.395122968307366,0.5,25.895122968307366,0.5805613680640739
majority,test,0.6,1.0,1,13859,13859,13859.0,26.395122968307366,1.0,25.395122968307366,0.5805613680640739
majority,test,0.6,5.0,1,13859,13859,13859.0,26.395122968307366,5.0,21.395122968307366,0.5805613680640739
majority,test,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.5,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,5.0,1,0,0,0.0,0.0,0.0,0.0,0.0
logistic,test,0.0,0.0,0,13860,13229,13229.0,22.34658201785259,0.0,22.34658201785259,0.5983405483405484
logistic,test,0.0,0.5,0,13860,13229,13229.0,22.34658201785259,0.5,21.84658201785259,0.5983405483405484
logistic,test,0.0,1.0,0,13860,13229,13229.0,22.34658201785259,1.0,21.34658201785259,0.5983405483405484
logistic,test,0.0,5.0,0,13860,13229,13229.0,22.34658201785259,5.0,17.34658201785259,0.5983405483405484
logistic,test,0.0,0.0,1,13859,13228,13228.0,22.19332262385091,0.0,22.19332262385091,0.5983837217692474
logistic,test,0.0,0.5,1,13859,13228,13228.0,22.19332262385091,0.5,21.69332262385091,0.5983837217692474
logistic,test,0.0,1.0,1,13859,13228,13228.0,22.19332262385091,1.0,21.19332262385091,0.5983837217692474
logistic,test,0.0,5.0,1,13859,13228,13228.0,22.19332262385091,5.0,17.19332262385091,0.5983837217692474
logistic,test,0.5,0.0,0,9817,9675,9675.0,25.92695211037126,0.0,25.92695211037126,0.6546806560048894
logistic,test,0.5,0.5,0,9817,9675,9675.0,25.92695211037126,0.5,25.42695211037126,0.6546806560048894
logistic,test,0.5,1.0,0,9817,9675,9675.0,25.92695211037126,1.0,24.92695211037126,0.6546806560048894
logistic,test,0.5,5.0,0,9817,9675,9675.0,25.92695211037126,5.0,20.92695211037126,0.6546806560048894
logistic,test,0.5,0.0,1,9815,9673,9673.0,25.84035110046475,0.0,25.84035110046475,0.6547121752419766
logistic,test,0.5,0.5,1,9815,9673,9673.0,25.84035110046475,0.5,25.34035110046475,0.6547121752419766
logistic,test,0.5,1.0,1,9815,9673,9673.0,25.84035110046475,1.0,24.84035110046475,0.6547121752419766
logistic,test,0.5,5.0,1,9815,9673,9673.0,25.84035110046475,5.0,20.84035110046475,0.6547121752419766
logistic,test,0.6,0.0,0,6496,6430,6430.0,26.54433729523796,0.0,26.54433729523796,0.6985837438423645
logistic,test,0.6,0.5,0,6496,6430,6430.0,26.54433729523796,0.5,26.04433729523796,0.6985837438423645
logistic,test,0.6,1.0,0,6496,6430,6430.0,26.54433729523796,1.0,25.54433729523796,0.6985837438423645
logistic,test,0.6,5.0,0,6496,6430,6430.0,26.54433729523796,5.0,21.54433729523796,0.6985837438423645
logistic,test,0.6,0.0,1,6495,6429,6429.0,21.02194643343294,0.0,21.02194643343294,0.6986913010007698
logistic,test,0.6,0.5,1,6495,6429,6429.0,21.02194643343294,0.5,20.52194643343294,0.6986913010007698
logistic,test,0.6,1.0,1,6495,6429,6429.0,21.02194643343294,1.0,20.02194643343294,0.6986913010007698
logistic,test,0.6,5.0,1,6495,6429,6429.0,21.02194643343294,5.0,16.02194643343294,0.6986913010007698
logistic,test,0.7,0.0,0,3288,3250,3250.0,31.96117270763948,0.0,31.96117270763948,0.7609489051094891
logistic,test,0.7,0.5,0,3288,3250,3250.0,31.96117270763948,0.5,31.46117270763948,0.7609489051094891
logistic,test,0.7,1.0,0,3288,3250,3250.0,31.96117270763948,1.0,30.96117270763948,0.7609489051094891
logistic,test,0.7,5.0,0,3288,3250,3250.0,31.96117270763948,5.0,26.96117270763948,0.7609489051094891
logistic,test,0.7,0.0,1,3287,3249,3249.0,20.834704777230684,0.0,20.834704777230684,0.7611804076665653
logistic,test,0.7,0.5,1,3287,3249,3249.0,20.834704777230684,0.5,20.334704777230684,0.7611804076665653
logistic,test,0.7,1.0,1,3287,3249,3249.0,20.834704777230684,1.0,19.834704777230684,0.7611804076665653
logistic,test,0.7,5.0,1,3287,3249,3249.0,20.834704777230684,5.0,15.834704777230684,0.7611804076665653
elastic_net,test,0.0,0.0,0,13860,13232,13232.0,22.344170845708476,0.0,22.344170845708476,0.5983405483405484
elastic_net,test,0.0,0.5,0,13860,13232,13232.0,22.344170845708476,0.5,21.844170845708476,0.5983405483405484
elastic_net,test,0.0,1.0,0,13860,13232,13232.0,22.344170845708476,1.0,21.344170845708476,0.5983405483405484
elastic_net,test,0.0,5.0,0,13860,13232,13232.0,22.344170845708476,5.0,17.344170845708476,0.5983405483405484
elastic_net,test,0.0,0.0,1,13859,13231,13231.0,22.169788811944102,0.0,22.169788811944102,0.5983837217692474
elastic_net,test,0.0,0.5,1,13859,13231,13231.0,22.169788811944102,0.5,21.669788811944102,0.5983837217692474
elastic_net,test,0.0,1.0,1,13859,13231,13231.0,22.169788811944102,1.0,21.169788811944102,0.5983837217692474
elastic_net,test,0.0,5.0,1,13859,13231,13231.0,22.169788811944102,5.0,17.169788811944102,0.5983837217692474
elastic_net,test,0.5,0.0,0,9811,9672,9672.0,25.939381928475353,0.0,25.939381928475353,0.6549791050861278
elastic_net,test,0.5,0.5,0,9811,9672,9672.0,25.939381928475353,0.5,25.439381928475353,0.6549791050861278
elastic_net,test,0.5,1.0,0,9811,9672,9672.0,25.939381928475353,1.0,24.939381928475353,0.6549791050861278
elastic_net,test,0.5,5.0,0,9811,9672,9672.0,25.939381928475353,5.0,20.939381928475353,0.6549791050861278
elastic_net,test,0.5,0.0,1,9809,9670,9670.0,25.862488666451227,0.0,25.862488666451227,0.6550107044550922
elastic_net,test,0.5,0.5,1,9809,9670,9670.0,25.862488666451227,0.5,25.362488666451227,0.6550107044550922
elastic_net,test,0.5,1.0,1,9809,9670,9670.0,25.862488666451227,1.0,24.862488666451227,0.6550107044550922
elastic_net,test,0.5,5.0,1,9809,9670,9670.0,25.862488666451227,5.0,20.862488666451227,0.6550107044550922
elastic_net,test,0.6,0.0,0,6500,6434,6434.0,26.563096026681517,0.0,26.563096026681517,0.6989230769230769
elastic_net,test,0.6,0.5,0,6500,6434,6434.0,26.563096026681517,0.5,26.063096026681517,0.6989230769230769
elastic_net,test,0.6,1.0,0,6500,6434,6434.0,26.563096026681517,1.0,25.563096026681517,0.6989230769230769
elastic_net,test,0.6,5.0,0,6500,6434,6434.0,26.563096026681517,5.0,21.563096026681517,0.6989230769230769
elastic_net,test,0.6,0.0,1,6499,6433,6433.0,21.015762040823287,0.0,21.015762040823287,0.6990306200953993
elastic_net,test,0.6,0.5,1,6499,6433,6433.0,21.015762040823287,0.5,20.515762040823287,0.6990306200953993
elastic_net,test,0.6,1.0,1,6499,6433,6433.0,21.015762040823287,1.0,20.015762040823287,0.6990306200953993
elastic_net,test,0.6,5.0,1,6499,6433,6433.0,21.015762040823287,5.0,16.015762040823287,0.6990306200953993
elastic_net,test,0.7,0.0,0,3286,3248,3248.0,31.99666769014166,0.0,31.99666769014166,0.7601947656725502
elastic_net,test,0.7,0.5,0,3286,3248,3248.0,31.99666769014166,0.5,31.49666769014166,0.7601947656725502
elastic_net,test,0.7,1.0,0,3286,3248,3248.0,31.99666769014166,1.0,30.99666769014166,0.7601947656725502
elastic_net,test,0.7,5.0,0,3286,3248,3248.0,31.99666769014166,5.0,26.99666769014166,0.7601947656725502
elastic_net,test,0.7,0.0,1,3285,3247,3247.0,20.863355306693155,0.0,20.863355306693155,0.7604261796042618
elastic_net,test,0.7,0.5,1,3285,3247,3247.0,20.863355306693155,0.5,20.363355306693155,0.7604261796042618
elastic_net,test,0.7,1.0,1,3285,3247,3247.0,20.863355306693155,1.0,19.863355306693155,0.7604261796042618
elastic_net,test,0.7,5.0,1,3285,3247,3247.0,20.863355306693155,5.0,15.863355306693155,0.7604261796042618
random_forest,test,0.0,0.0,0,13860,12906,12906.0,11.476571388634179,0.0,11.476571388634179,0.5839826839826839
random_forest,test,0.0,0.5,0,13860,12906,12906.0,11.476571388634179,0.5,10.976571388634179,0.5839826839826839
random_forest,test,0.0,1.0,0,13860,12906,12906.0,11.476571388634179,1.0,10.476571388634179,0.5839826839826839
random_forest,test,0.0,5.0,0,13860,12906,12906.0,11.476571388634179,5.0,6.476571388634179,0.5839826839826839
random_forest,test,0.0,0.0,1,13859,12905,12905.0,11.093769224413363,0.0,11.093769224413363,0.5840248214156866
random_forest,test,0.0,0.5,1,13859,12905,12905.0,11.093769224413363,0.5,10.593769224413363,0.5840248214156866
