ablation_family,ablation_name,fold_id,model_name,split,metric_name,metric_value,baseline_value,delta_vs_baseline,status,skip_reason
feature_groups,liquidity_depth_features,fold_5,logistic,test,accuracy,0.6123569677155701,0.6218583980384144,-0.009501430322844229,ok,
feature_groups,liquidity_depth_features,fold_5,logistic,test,macro_f1,0.2544169564573632,0.3417645413774361,-0.08734758492007294,ok,
feature_groups,liquidity_depth_features,fold_5,logistic,test,mcc,0.0013352938127015183,0.14147865764471945,-0.14014336383201795,ok,
feature_groups,price_only,fold_5,logistic,validation,accuracy,0.6308998429201885,0.6327698406761912,-0.001869997756002717,ok,
feature_groups,price_only,fold_5,logistic,validation,macro_f1,0.27845072845278346,0.35152156743414315,-0.07307083898135969,ok,
feature_groups,price_only,fold_5,logistic,validation,mcc,0.06826601285293503,0.1348538475405057,-0.06658783468757067,ok,
feature_groups,price_only,fold_5,logistic,test,accuracy,0.6139405394360441,0.6218583980384144,-0.007917858602370265,ok,
feature_groups,price_only,fold_5,logistic,test,macro_f1,0.26084141529630334,0.3417645413774361,-0.08092312608113278,ok,
feature_groups,price_only,fold_5,logistic,test,mcc,0.04095669958674632,0.14147865764471945,-0.10052195805797313,ok,
feature_groups,labels_excluded,fold_5,logistic,validation,accuracy,0.6327698406761912,0.6327698406761912,0.0,ok,
feature_groups,labels_excluded,fold_5,logistic,validation,macro_f1,0.35152156743414315,0.35152156743414315,0.0,ok,
feature_groups,labels_excluded,fold_5,logistic,validation,mcc,0.1348538475405057,0.1348538475405057,0.0,ok,
feature_groups,labels_excluded,fold_5,logistic,test,accuracy,0.6218583980384144,0.6218583980384144,0.0,ok,
feature_groups,labels_excluded,fold_5,logistic,test,macro_f1,0.3417645413774361,0.3417645413774361,0.0,ok,
feature_groups,labels_excluded,fold_5,logistic,test,mcc,0.14147865764471945,0.14147865764471945,0.0,ok,
horizon,horizon_10,fold_5,logistic,validation,accuracy,0.6327698406761912,0.6327698406761912,0.0,ok,
horizon,horizon_10,fold_5,logistic,validation,macro_f1,0.35152156743414315,0.35152156743414315,0.0,ok,
horizon,horizon_10,fold_5,logistic,validation,mcc,0.1348538475405057,0.1348538475405057,0.0,ok,
horizon,horizon_10,fold_5,logistic,test,accuracy,0.6218583980384144,0.6218583980384144,0.0,ok,
horizon,horizon_10,fold_5,logistic,test,macro_f1,0.3417645413774361,0.3417645413774361,0.0,ok,
horizon,horizon_10,fold_5,logistic,test,mcc,0.14147865764471945,0.14147865764471945,0.0,ok,
horizon,horizon_50,fold_5,logistic,validation,accuracy,0.4664522402573117,0.6327698406761912,-0.16631760041887955,ok,
horizon,horizon_50,fold_5,logistic,validation,macro_f1,0.4640068965114499,0.35152156743414315,0.11248532907730674,ok,
horizon,horizon_50,fold_5,logistic,validation,mcc,0.1992776991875729,0.1348538475405057,0.06442385164706721,ok,
horizon,horizon_50,fold_5,logistic,test,accuracy,0.4308336738863915,0.6218583980384144,-0.19102472415202287,ok,
horizon,horizon_50,fold_5,logistic,test,macro_f1,0.4298652977460331,0.3417645413774361,0.08810075636859699,ok,
horizon,horizon_50,fold_5,logistic,test,mcc,0.14753893885428337,0.14147865764471945,0.0060602812095639225,ok,
horizon,horizon_100,fold_5,logistic,validation,accuracy,0.4989902012117585,0.6327698406761912,-0.13377963946443272,ok,
horizon,horizon_100,fold_5,logistic,validation,macro_f1,0.4385931569730337,0.35152156743414315,0.08707158953889055,ok,
horizon,horizon_100,fold_5,logistic,validation,mcc,0.20939016143393419,0.1348538475405057,0.07453631389342849,ok,
horizon,horizon_100,fold_5,logistic,test,accuracy,0.473385778504291,0.6218583980384144,-0.14847261953412338,ok,
horizon,horizon_100,fold_5,logistic,test,macro_f1,0.37833713927411283,0.3417645413774361,0.03657259789667672,ok,
horizon,horizon_100,fold_5,logistic,test,mcc,0.1506899049043961,0.14147865764471945,0.009211247259676647,ok,
model_class,elastic_net,fold_1,elastic_net,test,accuracy,0.5943693517722739,0.6067140662030888,-0.012344714430814863,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,test,accuracy,0.6067140662030888,0.6067140662030888,0.0,ok,
model_class,logistic,fold_1,logistic,test,accuracy,0.594343308070943,0.6067140662030888,-0.01237075813214572,ok,
model_class,majority,fold_1,majority,test,accuracy,0.5911659765085814,0.6067140662030888,-0.015548089694507383,ok,
model_class,random_forest,fold_1,random_forest,test,accuracy,0.5980154699585906,0.6067140662030888,-0.008698596244498202,ok,
model_class,ridge,fold_1,ridge,test,accuracy,0.596062192358778,0.6067140662030888,-0.010651873844310766,ok,
model_class,elastic_net,fold_2,elastic_net,test,accuracy,0.6447520588750657,0.6685123532503943,-0.02376029437532856,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,test,accuracy,0.6685123532503943,0.6685123532503943,0.0,ok,
model_class,logistic,fold_2,logistic,test,accuracy,0.6447520588750657,0.6685123532503943,-0.02376029437532856,ok,
model_class,majority,fold_2,majority,test,accuracy,0.6435955843700718,0.6685123532503943,-0.02491676888032246,ok,
model_class,random_forest,fold_2,random_forest,test,accuracy,0.6420536183634133,0.6685123532503943,-0.026458734886980917,ok,
model_class,ridge,fold_2,ridge,test,accuracy,0.6454529525144559,0.6685123532503943,-0.023059400735938373,ok,
model_class,elastic_net,fold_3,elastic_net,test,accuracy,0.6067579612673203,0.6414120951840747,-0.034654133916754426,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,test,accuracy,0.6414120951840747,0.6414120951840747,0.0,ok,
model_class,logistic,fold_3,logistic,test,accuracy,0.6069740431623585,0.6414120951840747,-0.03443805202171624,ok,
model_class,majority,fold_3,majority,test,accuracy,0.5981146854657915,0.6414120951840747,-0.04329740971828322,ok,
model_class,random_forest,fold_3,random_forest,test,accuracy,0.6265834751370769,0.6414120951840747,-0.014828620046997809,ok,
model_class,ridge,fold_3,ridge,test,accuracy,0.6063798179510035,0.6414120951840747,-0.03503227723307123,ok,
model_class,elastic_net,fold_4,elastic_net,test,accuracy,0.5945953715682046,0.6311916055771166,-0.03659623400891199,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,test,accuracy,0.6311916055771166,0.6311916055771166,0.0,ok,
model_class,logistic,fold_4,logistic,test,accuracy,0.5945091274974845,0.6311916055771166,-0.0366824780796321,ok,
model_class,majority,fold_4,majority,test,accuracy,0.583096162138853,0.6311916055771166,-0.04809544343826366,ok,
model_class,random_forest,fold_4,random_forest,test,accuracy,0.6183699870633894,0.6311916055771166,-0.012821618513727207,ok,
model_class,ridge,fold_4,ridge,test,accuracy,0.5936466867902832,0.6311916055771166,-0.037544918786833414,ok,
model_class,elastic_net,fold_5,elastic_net,test,accuracy,0.6220882713526767,0.6569268492031058,-0.0348385778504291,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,test,accuracy,0.6569268492031058,0.6569268492031058,0.0,ok,
model_class,logistic,fold_5,logistic,test,accuracy,0.6218583980384144,0.6569268492031058,-0.03506845116469148,ok,
model_class,majority,fold_5,majority,test,accuracy,0.6129444217409072,0.6569268492031058,-0.0439824274621986,ok,
model_class,random_forest,fold_5,random_forest,test,accuracy,0.6464548426644872,0.6569268492031058,-0.010472006538618683,ok,
model_class,ridge,fold_5,ridge,test,accuracy,0.621679607682877,0.6569268492031058,-0.035247241520228845,ok,
model_class,elastic_net,fold_1,elastic_net,test,macro_f1,0.3325417187831567,0.4599921205226184,-0.1274504017394617,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,test,macro_f1,0.4599921205226184,0.4599921205226184,0.0,ok,
model_class,logistic,fold_1,logistic,test,macro_f1,0.3328213209149739,0.4599921205226184,-0.1271707996076445,ok,
model_class,majority,fold_1,majority,test,macro_f1,0.2476867007114486,0.4599921205226184,-0.2123054198111698,ok,
model_class,random_forest,fold_1,random_forest,test,macro_f1,0.4436232278425603,0.4599921205226184,-0.01636889268005809,ok,
model_class,ridge,fold_1,ridge,test,macro_f1,0.3122164597534258,0.4599921205226184,-0.14777566076919257,ok,
model_class,elastic_net,fold_2,elastic_net,test,macro_f1,0.3113644356096977,0.4664817243728837,-0.15511728876318603,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,test,macro_f1,0.4664817243728837,0.4664817243728837,0.0,ok,
model_class,logistic,fold_2,logistic,test,macro_f1,0.3113500974407124,0.4664817243728837,-0.1551316269321713,ok,
model_class,majority,fold_2,majority,test,macro_f1,0.2610518834399432,0.4664817243728837,-0.20542984093294053,ok,
model_class,random_forest,fold_2,random_forest,test,macro_f1,0.4504374930952047,0.4664817243728837,-0.01604423127767901,ok,
model_class,ridge,fold_2,ridge,test,macro_f1,0.2971012488041877,0.4664817243728837,-0.169380475568696,ok,
model_class,elastic_net,fold_3,elastic_net,test,macro_f1,0.3249415624447181,0.463843416975055,-0.13890185453033688,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,test,macro_f1,0.463843416975055,0.463843416975055,0.0,ok,
model_class,logistic,fold_3,logistic,test,macro_f1,0.3255002225412065,0.463843416975055,-0.13834319443384852,ok,
model_class,majority,fold_3,majority,test,macro_f1,0.2495084534735015,0.463843416975055,-0.21433496350155348,ok,
model_class,random_forest,fold_3,random_forest,test,macro_f1,0.4511883262098428,0.463843416975055,-0.012655090765212207,ok,
model_class,ridge,fold_3,ridge,test,macro_f1,0.3090852518407341,0.463843416975055,-0.1547581651343209,ok,
model_class,elastic_net,fold_4,elastic_net,test,macro_f1,0.3190778540280845,0.464657144144019,-0.1455792901159345,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,test,macro_f1,0.464657144144019,0.464657144144019,0.0,ok,
model_class,logistic,fold_4,logistic,test,macro_f1,0.3189018079817418,0.464657144144019,-0.1457553361622772,ok,
model_class,majority,fold_4,majority,test,macro_f1,0.2455509551826832,0.464657144144019,-0.2191061889613358,ok,
model_class,random_forest,fold_4,random_forest,test,macro_f1,0.4644540843218941,0.464657144144019,-0.0002030598221248736,ok,
model_class,ridge,fold_4,ridge,test,macro_f1,0.3034260689024967,0.464657144144019,-0.1612310752415223,ok,
model_class,elastic_net,fold_5,elastic_net,test,macro_f1,0.341993764286145,0.4719662227480547,-0.12997245846190975,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,test,macro_f1,0.4719662227480547,0.4719662227480547,0.0,ok,
model_class,logistic,fold_5,logistic,test,macro_f1,0.3417645413774361,0.4719662227480547,-0.1302016813706186,ok,
model_class,majority,fold_5,majority,test,macro_f1,0.2533438902084983,0.4719662227480547,-0.21862233253955643,ok,
model_class,random_forest,fold_5,random_forest,test,macro_f1,0.4636472509528079,0.4719662227480547,-0.008318971795246821,ok,
model_class,ridge,fold_5,ridge,test,macro_f1,0.3215018702398506,0.4719662227480547,-0.1504643525082041,ok,
model_class,elastic_net,fold_1,elastic_net,test,mcc,0.1182872578915984,0.2490021932840827,-0.1307149353924843,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,test,mcc,0.2490021932840827,0.2490021932840827,0.0,ok,
model_class,logistic,fold_1,logistic,test,mcc,0.1183994194566679,0.2490021932840827,-0.1306027738274148,ok,
model_class,majority,fold_1,majority,test,mcc,0.0,0.2490021932840827,-0.2490021932840827,ok,
model_class,random_forest,fold_1,random_forest,test,mcc,0.2212771282000258,0.2490021932840827,-0.02772506508405692,ok,
model_class,ridge,fold_1,ridge,test,mcc,0.1082255565487344,0.2490021932840827,-0.1407766367353483,ok,
model_class,elastic_net,fold_2,elastic_net,test,mcc,0.0959036245261458,0.2704567807921451,-0.17455315626599927,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,test,mcc,0.2704567807921451,0.2704567807921451,0.0,ok,
model_class,logistic,fold_2,logistic,test,mcc,0.0959427562085811,0.2704567807921451,-0.17451402458356396,ok,
model_class,majority,fold_2,majority,test,mcc,0.0,0.2704567807921451,-0.2704567807921451,ok,
model_class,random_forest,fold_2,random_forest,test,mcc,0.2258528793188267,0.2704567807921451,-0.044603901473318386,ok,
model_class,ridge,fold_2,ridge,test,mcc,0.0839007449132368,0.2704567807921451,-0.1865560358789083,ok,
model_class,elastic_net,fold_3,elastic_net,test,mcc,0.1269474560056485,0.2777568013483258,-0.15080934534267731,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,test,mcc,0.2777568013483258,0.2777568013483258,0.0,ok,
model_class,logistic,fold_3,logistic,test,mcc,0.1278536839413466,0.2777568013483258,-0.1499031174069792,ok,
model_class,majority,fold_3,majority,test,mcc,0.0,0.2777568013483258,-0.2777568013483258,ok,
model_class,random_forest,fold_3,random_forest,test,mcc,0.2462268020796165,0.2777568013483258,-0.03152999926870931,ok,
model_class,ridge,fold_3,ridge,test,mcc,0.1167139148807057,0.2777568013483258,-0.1610428864676201,ok,
model_class,elastic_net,fold_4,elastic_net,test,mcc,0.1301216959077118,0.2763509779371429,-0.1462292820294311,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,test,mcc,0.2763509779371429,0.2763509779371429,0.0,ok,
model_class,logistic,fold_4,logistic,test,mcc,0.1297672098939523,0.2763509779371429,-0.14658376804319062,ok,
model_class,majority,fold_4,majority,test,mcc,0.0,0.2763509779371429,-0.2763509779371429,ok,
model_class,random_forest,fold_4,random_forest,test,mcc,0.256775508422591,0.2763509779371429,-0.019575469514551913,ok,
model_class,ridge,fold_4,ridge,test,mcc,0.1206739043255066,0.2763509779371429,-0.1556770736116363,ok,
model_class,elastic_net,fold_5,elastic_net,test,mcc,0.1422422266539718,0.2881982864388251,-0.14595605978485332,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,test,mcc,0.2881982864388251,0.2881982864388251,0.0,ok,
model_class,logistic,fold_5,logistic,test,mcc,0.1414786576447194,0.2881982864388251,-0.14671962879410572,ok,
model_class,majority,fold_5,majority,test,mcc,0.0,0.2881982864388251,-0.2881982864388251,ok,
model_class,random_forest,fold_5,random_forest,test,mcc,0.2655949786960263,0.2881982864388251,-0.02260330774279884,ok,
model_class,ridge,fold_5,ridge,test,mcc,0.1284154898943473,0.2881982864388251,-0.1597827965444778,ok,
model_class,elastic_net,fold_1,elastic_net,validation,accuracy,0.6165007592373882,0.6030032056689725,0.013497553568415754,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,validation,accuracy,0.6030032056689725,0.6030032056689725,0.0,ok,
model_class,logistic,fold_1,logistic,validation,accuracy,0.6166694786569934,0.6030032056689725,0.013666272988020922,ok,
model_class,majority,fold_1,majority,validation,accuracy,0.6149822844609415,0.6030032056689725,0.011979078791969022,ok,
model_class,random_forest,fold_1,random_forest,validation,accuracy,0.599122659018053,0.6030032056689725,-0.0038805466509195252,ok,
model_class,ridge,fold_1,ridge,validation,accuracy,0.6158258815589674,0.6030032056689725,0.012822675889994972,ok,
model_class,elastic_net,fold_2,elastic_net,validation,accuracy,0.625737999486609,0.6461880722169933,-0.02045007273038424,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,validation,accuracy,0.6461880722169933,0.6461880722169933,0.0,ok,
model_class,logistic,fold_2,logistic,validation,accuracy,0.6255668691708737,0.6461880722169933,-0.020621203046119585,ok,
model_class,majority,fold_2,majority,validation,accuracy,0.6286472148541115,0.6461880722169933,-0.0175408573628818,ok,
model_class,random_forest,fold_2,random_forest,validation,accuracy,0.6283049542226405,0.6461880722169933,-0.017883117994352715,ok,
model_class,ridge,fold_2,ridge,validation,accuracy,0.6293317361170532,0.6461880722169933,-0.016856336099940084,ok,
model_class,elastic_net,fold_3,elastic_net,validation,accuracy,0.6756435147491702,0.688169349282896,-0.0125258345337258,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,validation,accuracy,0.688169349282896,0.688169349282896,0.0,ok,
model_class,logistic,fold_3,logistic,validation,accuracy,0.6755808855765015,0.688169349282896,-0.012588463706394437,ok,
model_class,majority,fold_3,majority,validation,accuracy,0.6774597607565604,0.688169349282896,-0.010709588526335523,ok,
model_class,random_forest,fold_3,random_forest,validation,accuracy,0.6604246257906933,0.688169349282896,-0.027744723492202694,ok,
model_class,ridge,fold_3,ridge,validation,accuracy,0.6776476482745662,0.688169349282896,-0.01052170100832972,ok,
model_class,elastic_net,fold_4,elastic_net,validation,accuracy,0.6641884670786673,0.6739463779564147,-0.009757910877747356,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,validation,accuracy,0.6739463779564147,0.6739463779564147,0.0,ok,
model_class,logistic,fold_4,logistic,validation,accuracy,0.6641884670786673,0.6739463779564147,-0.009757910877747356,ok,
model_class,majority,fold_4,majority,validation,accuracy,0.6600529715161935,0.6739463779564147,-0.01389340644022119,ok,
model_class,random_forest,fold_4,random_forest,validation,accuracy,0.6017843037033596,0.6739463779564147,-0.0721620742530551,ok,
model_class,ridge,fold_4,ridge,validation,accuracy,0.6658147855582919,0.6739463779564147,-0.008131592398122778,ok,
model_class,elastic_net,fold_5,elastic_net,validation,accuracy,0.6328820405415514,0.6467574238910914,-0.013875383349539971,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,validation,accuracy,0.6467574238910914,0.6467574238910914,0.0,ok,
model_class,logistic,fold_5,logistic,validation,accuracy,0.6327698406761912,0.6467574238910914,-0.013987583214900123,ok,
model_class,majority,fold_5,majority,validation,accuracy,0.6288428453885855,0.6467574238910914,-0.017914578502505885,ok,
model_class,random_forest,fold_5,random_forest,validation,accuracy,0.6327698406761912,0.6467574238910914,-0.013987583214900123,ok,
model_class,ridge,fold_5,ridge,validation,accuracy,0.6344902386117137,0.6467574238910914,-0.012267185279377646,ok,
model_class,elastic_net,fold_1,elastic_net,validation,macro_f1,0.3107250483051771,0.411139020038419,-0.1004139717332419,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,validation,macro_f1,0.411139020038419,0.411139020038419,0.0,ok,
model_class,logistic,fold_1,logistic,validation,macro_f1,0.3112203327864108,0.411139020038419,-0.0999186872520082,ok,
model_class,majority,fold_1,majority,validation,macro_f1,0.2538654408692019,0.411139020038419,-0.15727357916921714,ok,
model_class,random_forest,fold_1,random_forest,validation,macro_f1,0.3924954464834502,0.411139020038419,-0.018643573554968818,ok,
model_class,ridge,fold_1,ridge,validation,macro_f1,0.2948280325148483,0.411139020038419,-0.11631098752357072,ok,
model_class,elastic_net,fold_2,elastic_net,validation,macro_f1,0.3475002202655253,0.440480517431431,-0.09298029716590572,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,validation,macro_f1,0.440480517431431,0.440480517431431,0.0,ok,
model_class,logistic,fold_2,logistic,validation,macro_f1,0.3471808993097245,0.440480517431431,-0.0932996181217065,ok,
model_class,majority,fold_2,majority,validation,macro_f1,0.257328990228013,0.440480517431431,-0.18315152720341804,ok,
model_class,random_forest,fold_2,random_forest,validation,macro_f1,0.4040332124050307,0.440480517431431,-0.03644730502640031,ok,
model_class,ridge,fold_2,ridge,validation,macro_f1,0.3287159108930106,0.440480517431431,-0.11176460653842041,ok,
model_class,elastic_net,fold_3,elastic_net,validation,macro_f1,0.3203446027585914,0.4189741115945937,-0.0986295088360023,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,validation,macro_f1,0.4189741115945937,0.4189741115945937,0.0,ok,
model_class,logistic,fold_3,logistic,validation,macro_f1,0.3196867845286192,0.4189741115945937,-0.09928732706597448,ok,
model_class,majority,fold_3,majority,validation,macro_f1,0.2692403424930307,0.4189741115945937,-0.149733769101563,ok,
model_class,random_forest,fold_3,random_forest,validation,macro_f1,0.3924233490177897,0.4189741115945937,-0.026550762576804,ok,
model_class,ridge,fold_3,ridge,validation,macro_f1,0.3083157349285011,0.4189741115945937,-0.11065837666609257,ok,
model_class,elastic_net,fold_4,elastic_net,validation,macro_f1,0.3463809036676584,0.4343045289775407,-0.08792362530988229,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,validation,macro_f1,0.4343045289775407,0.4343045289775407,0.0,ok,
model_class,logistic,fold_4,logistic,validation,macro_f1,0.3461023667245894,0.4343045289775407,-0.0882021622529513,ok,
model_class,majority,fold_4,majority,validation,macro_f1,0.2650730560376196,0.4343045289775407,-0.16923147293992108,ok,
model_class,random_forest,fold_4,random_forest,validation,macro_f1,0.4045186719216784,0.4343045289775407,-0.029785857055862286,ok,
model_class,ridge,fold_4,ridge,validation,macro_f1,0.3371706699504799,0.4343045289775407,-0.09713385902706079,ok,
model_class,elastic_net,fold_5,elastic_net,validation,macro_f1,0.3517541463039286,0.4132477502249129,-0.0614936039209843,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,validation,macro_f1,0.4132477502249129,0.4132477502249129,0.0,ok,
model_class,logistic,fold_5,logistic,validation,macro_f1,0.3515215674341431,0.4132477502249129,-0.0617261827907698,ok,
model_class,majority,fold_5,majority,validation,macro_f1,0.2573781533186383,0.4132477502249129,-0.1558695969062746,ok,
model_class,random_forest,fold_5,random_forest,validation,macro_f1,0.3898690220800145,0.4132477502249129,-0.023378728144898386,ok,
model_class,ridge,fold_5,ridge,validation,macro_f1,0.3344670276213164,0.4132477502249129,-0.07878072260359648,ok,
model_class,elastic_net,fold_1,elastic_net,validation,mcc,0.0950860297145298,0.1942128365522771,-0.09912680683774731,ok,
model_class,gradient_boosting,fold_1,gradient_boosting,validation,mcc,0.1942128365522771,0.1942128365522771,0.0,ok,
model_class,logistic,fold_1,logistic,validation,mcc,0.0960114110643844,0.1942128365522771,-0.09820142548789271,ok,
model_class,majority,fold_1,majority,validation,mcc,0.0,0.1942128365522771,-0.1942128365522771,ok,
model_class,random_forest,fold_1,random_forest,validation,mcc,0.156573066118182,0.1942128365522771,-0.03763977043409511,ok,
model_class,ridge,fold_1,ridge,validation,mcc,0.0779952417437412,0.1942128365522771,-0.11621759480853591,ok,
model_class,elastic_net,fold_2,elastic_net,validation,mcc,0.1218413050262075,0.2358800438308247,-0.11403873880461719,ok,
model_class,gradient_boosting,fold_2,gradient_boosting,validation,mcc,0.2358800438308247,0.2358800438308247,0.0,ok,
model_class,logistic,fold_2,logistic,validation,mcc,0.1212765832841983,0.2358800438308247,-0.1146034605466264,ok,
model_class,majority,fold_2,majority,validation,mcc,0.0,0.2358800438308247,-0.2358800438308247,ok,
model_class,random_forest,fold_2,random_forest,validation,mcc,0.1788094611073062,0.2358800438308247,-0.057070582723518504,ok,
model_class,ridge,fold_2,ridge,validation,mcc,0.1133683321631689,0.2358800438308247,-0.1225117116676558,ok,
model_class,elastic_net,fold_3,elastic_net,validation,mcc,0.0944636526143303,0.2253159944039386,-0.1308523417896083,ok,
model_class,gradient_boosting,fold_3,gradient_boosting,validation,mcc,0.2253159944039386,0.2253159944039386,0.0,ok,
model_class,logistic,fold_3,logistic,validation,mcc,0.0937592444256662,0.2253159944039386,-0.13155674997827238,ok,
model_class,majority,fold_3,majority,validation,mcc,0.0,0.2253159944039386,-0.2253159944039386,ok,
model_class,random_forest,fold_3,random_forest,validation,mcc,0.1526499761700578,0.2253159944039386,-0.0726660182338808,ok,
model_class,ridge,fold_3,ridge,validation,mcc,0.0880392936716679,0.2253159944039386,-0.1372767007322707,ok,
model_class,elastic_net,fold_4,elastic_net,validation,mcc,0.1375665561305858,0.2396108950930724,-0.1020443389624866,ok,
model_class,gradient_boosting,fold_4,gradient_boosting,validation,mcc,0.2396108950930724,0.2396108950930724,0.0,ok,
model_class,logistic,fold_4,logistic,validation,mcc,0.1374370891239947,0.2396108950930724,-0.10217380596907771,ok,
model_class,majority,fold_4,majority,validation,mcc,0.0,0.2396108950930724,-0.2396108950930724,ok,
model_class,random_forest,fold_4,random_forest,validation,mcc,0.1579133373473408,0.2396108950930724,-0.08169755774573159,ok,
model_class,ridge,fold_4,ridge,validation,mcc,0.1332945639184061,0.2396108950930724,-0.1063163311746663,ok,
model_class,elastic_net,fold_5,elastic_net,validation,mcc,0.1352077697513017,0.2107171922751775,-0.0755094225238758,ok,
model_class,gradient_boosting,fold_5,gradient_boosting,validation,mcc,0.2107171922751775,0.2107171922751775,0.0,ok,
model_class,logistic,fold_5,logistic,validation,mcc,0.1348538475405057,0.2107171922751775,-0.0758633447346718,ok,
model_class,majority,fold_5,majority,validation,mcc,0.0,0.2107171922751775,-0.2107171922751775,ok,
model_class,random_forest,fold_5,random_forest,validation,mcc,0.1695961673893257,0.2107171922751775,-0.04112102488585179,ok,
model_class,ridge,fold_5,ridge,validation,mcc,0.1265976487987953,0.2107171922751775,-0.0841195434763822,ok,
calibration,reliability_ece,fold_1,majority,test,ece,0.0428968491576386,0.0,0.0428968491576386,ok,
calibration,reliability_ece,fold_1,logistic,test,ece,0.0168628525383493,0.0,0.0168628525383493,ok,
calibration,reliability_ece,fold_1,elastic_net,test,ece,0.0164750283273894,0.0,0.0164750283273894,ok,
calibration,reliability_ece,fold_1,random_forest,test,ece,0.0666190587806338,0.0,0.0666190587806338,ok,
calibration,reliability_ece,fold_1,gradient_boosting,test,ece,0.013114348871054,0.0,0.013114348871054,ok,
calibration,reliability_ece,fold_2,majority,test,ece,0.0351573010201277,0.0,0.0351573010201277,ok,
calibration,reliability_ece,fold_2,logistic,test,ece,0.0258402076806807,0.0,0.0258402076806807,ok,
calibration,reliability_ece,fold_2,elastic_net,test,ece,0.0258505754256958,0.0,0.0258505754256958,ok,
calibration,reliability_ece,fold_2,random_forest,test,ece,0.1151959053348575,0.0,0.1151959053348575,ok,
calibration,reliability_ece,fold_2,gradient_boosting,test,ece,0.0528040891867683,0.0,0.0528040891867683,ok,
calibration,reliability_ece,fold_3,majority,test,ece,0.0118414359794377,0.0,0.0118414359794377,ok,
calibration,reliability_ece,fold_3,logistic,test,ece,0.0164673389855873,0.0,0.0164673389855873,ok,
calibration,reliability_ece,fold_3,elastic_net,test,ece,0.0161582876547837,0.0,0.0161582876547837,ok,
calibration,reliability_ece,fold_3,random_forest,test,ece,0.0564019555294573,0.0,0.0564019555294573,ok,
calibration,reliability_ece,fold_3,gradient_boosting,test,ece,0.0179871692673461,0.0,0.0179871692673461,ok,
calibration,reliability_ece,fold_4,majority,test,ece,0.023262390007179,0.0,0.023262390007179,ok,
calibration,reliability_ece,fold_4,logistic,test,ece,0.0114112712959569,0.0,0.0114112712959569,ok,
calibration,reliability_ece,fold_4,elastic_net,test,ece,0.0110730349559398,0.0,0.0110730349559398,ok,
calibration,reliability_ece,fold_4,random_forest,test,ece,0.0509567968437739,0.0,0.0509567968437739,ok,
calibration,reliability_ece,fold_4,gradient_boosting,test,ece,0.0170744355089913,0.0,0.0170744355089913,ok,
calibration,reliability_ece,fold_5,majority,test,ece,0.0082676261972609,0.0,0.0082676261972609,ok,
calibration,reliability_ece,fold_5,logistic,test,ece,0.0322408793566029,0.0,0.0322408793566029,ok,
calibration,reliability_ece,fold_5,elastic_net,test,ece,0.0324410279217518,0.0,0.0324410279217518,ok,
calibration,reliability_ece,fold_5,random_forest,test,ece,0.075574118277173,0.0,0.075574118277173,ok,
calibration,reliability_ece,fold_5,gradient_boosting,test,ece,0.0217419218673298,0.0,0.0217419218673298,ok,
calibration,confidence_threshold_0,fold_1,elastic_net,test,hit_rate_proxy,0.5740249132121708,0.5740249132121708,0.0,ok,
calibration,confidence_threshold_0.5,fold_1,elastic_net,test,hit_rate_proxy,0.645429770936142,0.5740249132121708,0.0714048577239712,ok,
calibration,confidence_threshold_0.6,fold_1,elastic_net,test,hit_rate_proxy,0.6945726762320649,0.5740249132121708,0.12054776301989412,ok,
calibration,confidence_threshold_0.7,fold_1,elastic_net,test,hit_rate_proxy,0.7416346681294569,0.5740249132121708,0.16760975491728614,ok,
calibration,confidence_threshold_0,fold_1,elastic_net,test,eligible_predictions,19588.0,19588.0,0.0,ok,
calibration,confidence_threshold_0.5,fold_1,elastic_net,test,eligible_predictions,13577.0,19588.0,-6011.0,ok,
calibration,confidence_threshold_0.6,fold_1,elastic_net,test,eligible_predictions,8015.0,19588.0,-11573.0,ok,
calibration,confidence_threshold_0.7,fold_1,elastic_net,test,eligible_predictions,3646.0,19588.0,-15942.0,ok,
