ablation_family,ablation_name,model_name,split,metric_name,fold_count,metric_value_mean,baseline_value_mean,delta_vs_baseline_mean,delta_vs_baseline_std,status
horizon,horizon_100,logistic,validation,accuracy,5,0.4761661590353851,0.6429551082318454,-0.1667889491964603,0.04984213777454792,ok
horizon,horizon_100,logistic,validation,macro_f1,5,0.402635356655185,0.33514239015669745,0.06749296649848759,0.02737161253195601,ok
horizon,horizon_100,logistic,validation,mcc,5,0.18759529905064368,0.11666763508774987,0.07092766396289381,0.03311087851304753,ok
horizon,horizon_50,logistic,test,accuracy,5,0.4408790541141186,0.6124873871288532,-0.17160833301473466,0.033561049387677074,ok
horizon,horizon_50,logistic,test,macro_f1,5,0.4383946682405204,0.32606759805121416,0.11232707018930625,0.0188223566301672,ok
horizon,horizon_50,logistic,test,mcc,5,0.1604708751289969,0.12268834542905349,0.03778252969994342,0.019852258889400533,ok
horizon,horizon_50,logistic,validation,accuracy,5,0.46079184656756433,0.6429551082318454,-0.18216326166428104,0.017970380655288554,ok
horizon,horizon_50,logistic,validation,macro_f1,5,0.45464634797627024,0.33514239015669745,0.11950395781957282,0.010330488715155744,ok
horizon,horizon_50,logistic,validation,mcc,5,0.1885440656267679,0.11666763508774987,0.07187643053901802,0.011695640675432085,ok
lookback,lookback_20_reference,matrix_transformer,test,accuracy,5,0.8008005014065495,0.8008005014065495,0.0,0.0,ok
lookback,lookback_20_reference,matrix_transformer,test,macro_f1,5,0.733732432176707,0.733732432176707,0.0,0.0,ok
lookback,lookback_20_reference,matrix_transformer,test,mcc,5,0.6288492829430028,0.6288492829430028,0.0,0.0,ok
model_class,elastic_net,elastic_net,test,accuracy,5,0.6125126029671083,0.640951393883556,-0.028438790916447788,0.009241636944062213,ok
model_class,elastic_net,elastic_net,test,macro_f1,5,0.3259838670303604,0.4653881257525262,-0.13940425872216577,0.010169919258954914,ok
model_class,elastic_net,elastic_net,test,mcc,5,0.12270045219701527,0.2723530079601043,-0.14965255576308906,0.014180228618825478,ok
model_class,elastic_net,elastic_net,validation,accuracy,5,0.6429905562186773,0.6516128858032735,-0.008622329584596322,0.01160436304365097,ok
model_class,elastic_net,elastic_net,validation,macro_f1,5,0.33534098426017617,0.4236291856533795,-0.0882882013932033,0.014100184950026977,ok
model_class,elastic_net,elastic_net,validation,mcc,5,0.11683306264739102,0.22114739243105808,-0.10431432978366703,0.018224248390109703,ok
model_class,gradient_boosting,gradient_boosting,test,accuracy,5,0.640951393883556,0.640951393883556,0.0,0.0,ok
model_class,gradient_boosting,gradient_boosting,test,macro_f1,5,0.4653881257525262,0.4653881257525262,0.0,0.0,ok
model_class,gradient_boosting,gradient_boosting,test,mcc,5,0.2723530079601043,0.2723530079601043,0.0,0.0,ok
model_class,gradient_boosting,gradient_boosting,validation,accuracy,5,0.6516128858032735,0.6516128858032735,0.0,0.0,ok
model_class,gradient_boosting,gradient_boosting,validation,macro_f1,5,0.4236291856533795,0.4236291856533795,0.0,0.0,ok
model_class,gradient_boosting,gradient_boosting,validation,mcc,5,0.22114739243105808,0.22114739243105808,0.0,0.0,ok
model_class,logistic,logistic,test,accuracy,5,0.6124873871288532,0.640951393883556,-0.02846400675470282,0.009251688874048406,ok
model_class,logistic,logistic,test,macro_f1,5,0.32606759805121416,0.4653881257525262,-0.13932052770131204,0.01022860743489488,ok
model_class,logistic,logistic,test,mcc,5,0.12268834542905345,0.2723530079601043,-0.14966466253105087,0.014135546615901436,ok
model_class,logistic,logistic,validation,accuracy,5,0.6429551082318454,0.6516128858032735,-0.008657777571428115,0.011717970792332683,ok
model_class,logistic,logistic,validation,macro_f1,5,0.33514239015669745,0.4236291856533795,-0.08848679549668206,0.014047877429590511,ok
model_class,logistic,logistic,validation,mcc,5,0.11666763508774984,0.22114739243105808,-0.1044797573433082,0.018435220801051148,ok
model_class,majority,majority,test,accuracy,5,0.605783366044841,0.640951393883556,-0.03516802783871507,0.012656451695197439,ok
model_class,majority,majority,test,macro_f1,5,0.25142837660321493,0.4653881257525262,-0.2139597491493112,0.004977197045700607,ok
model_class,majority,majority,test,mcc,5,0.0,0.2723530079601043,-0.2723530079601043,0.013000875512783849,ok
model_class,majority,majority,validation,accuracy,5,0.6419970153952785,0.6516128858032735,-0.009615870407995076,0.011113139421886445,ok
model_class,majority,majority,validation,macro_f1,5,0.2605771965893007,0.4236291856533795,-0.16305198906407878,0.011870376703188693,ok
model_class,majority,majority,validation,mcc,5,0.0,0.22114739243105808,-0.22114739243105808,0.016790405390606056,ok
model_class,random_forest,random_forest,test,accuracy,5,0.6262954786373914,0.640951393883556,-0.014655915246164563,0.00625612922956671,ok
model_class,random_forest,random_forest,test,macro_f1,5,0.4546700764844619,0.4653881257525262,-0.0107180492680642,0.006006212643536488,ok
model_class,random_forest,random_forest,test,mcc,5,0.24314545934341725,0.2723530079601043,-0.029207548616687073,0.008729629557909341,ok
model_class,random_forest,random_forest,validation,accuracy,5,0.6244812766821874,0.6516128858032735,-0.02713160912108603,0.023778269955439937,ok
model_class,random_forest,random_forest,validation,macro_f1,5,0.3966679403815927,0.4236291856533795,-0.02696124527178676,0.006002505296872619,ok
model_class,random_forest,random_forest,validation,mcc,5,0.16310840162644252,0.22114739243105808,-0.05803899080461557,0.017186979361649268,ok
model_class,ridge,ridge,test,accuracy,5,0.6126442514594794,0.640951393883556,-0.028307142424076524,0.01017817495665076,ok
model_class,ridge,ridge,test,macro_f1,5,0.30866617990813905,0.4653881257525262,-0.1567219458443872,0.00779256759208721,ok
model_class,ridge,ridge,test,mcc,5,0.11158592211250618,0.2723530079601043,-0.16076708584759816,0.014775933915684283,ok
model_class,ridge,ridge,validation,accuracy,5,0.6446220580241185,0.6516128858032735,-0.006990827779155051,0.010310301064677466,ok
model_class,ridge,ridge,validation,macro_f1,5,0.3206994751816313,0.4236291856533795,-0.10292971047174819,0.013664638701518295,ok
model_class,ridge,ridge,validation,mcc,5,0.10785901605915589,0.22114739243105808,-0.11328837637190219,0.017711691996897004,ok
