fold,horizon,seed,lookback,model_family,ssl_objective,supervised_run_id,ssl_run_id,supervised_macro_f1,ssl_macro_f1,delta_macro_f1,supervised_mcc,ssl_mcc,delta_mcc,supervised_ece,ssl_ece,delta_ece
1,50,0,20,matrix_transformer,next_field,fold_1__h50__seed_0__lb20__supervised,fold_1__h50__seed_0__lb20__next_field,0.3558359411227859,0.2471480512523816,-0.10868788987040429,0.0444423557274433,-0.0283468855076858,-0.0727892412351291,0.0831653807010802,0.1839704662600539,0.10080508555897369
1,50,1,20,matrix_transformer,masked_reconstruction,fold_1__h50__seed_1__lb20__supervised,fold_1__h50__seed_1__lb20__masked_reconstruction,0.3736193373259223,0.2917560801344748,-0.08186325719144749,0.1158503596301593,0.0407594673389804,-0.0750908922911789,0.0508192735764707,0.0359393759356528,-0.014879897640817902
1,50,1,20,matrix_transformer,next_field,fold_1__h50__seed_1__lb20__supervised,fold_1__h50__seed_1__lb20__next_field,0.3736193373259223,0.2588627356961875,-0.11475660162973478,0.1158503596301593,-0.0164887335377188,-0.1323390931678781,0.0508192735764707,0.1065997869912563,0.0557805134147856
1,50,2,20,matrix_transformer,masked_reconstruction,fold_1__h50__seed_2__lb20__supervised,fold_1__h50__seed_2__lb20__masked_reconstruction,0.3796630141403616,0.4190226832982628,0.039359669157901234,0.1332895992809291,0.1497039567369724,0.016414357456043305,0.0546811891863846,0.0368160073693895,-0.017865181816995097
1,50,2,20,matrix_transformer,next_field,fold_1__h50__seed_2__lb20__supervised,fold_1__h50__seed_2__lb20__next_field,0.3796630141403616,0.2502682990783891,-0.12939471506197248,0.1332895992809291,-0.0283597903330062,-0.1616493896139353,0.0546811891863846,0.1868550778659736,0.132173888679589
2,10,0,20,matrix_transformer,masked_reconstruction,fold_2__h10__seed_0__lb20__supervised,fold_2__h10__seed_0__lb20__masked_reconstruction,0.3051103114367017,0.3402519322388198,0.03514162080211808,0.0009715673071927,0.015550902358668,0.0145793350514753,0.1942708933625859,0.170662427280996,-0.023608466081589896
2,10,0,20,matrix_transformer,next_field,fold_2__h10__seed_0__lb20__supervised,fold_2__h10__seed_0__lb20__next_field,0.3051103114367017,0.2897231140376848,-0.015387197399016894,0.0009715673071927,0.0168461728987217,0.015874605591529,0.1942708933625859,0.0953733882344381,-0.09889750512814781
2,10,1,20,matrix_transformer,masked_reconstruction,fold_2__h10__seed_1__lb20__supervised,fold_2__h10__seed_1__lb20__masked_reconstruction,0.2799411056704988,0.3334492598960678,0.05350815422556898,0.0004937467440525,0.0125743389454327,0.0120805922013802,0.1839932891886363,0.1913755987656737,0.007382309577037394
2,10,1,20,matrix_transformer,next_field,fold_2__h10__seed_1__lb20__supervised,fold_2__h10__seed_1__lb20__next_field,0.2799411056704988,0.2610217233579446,-0.01891938231255419,0.0004937467440525,0.0038410188207441,0.0033472720766916,0.1839932891886363,0.0444214080986602,-0.1395718810899761
2,10,2,20,matrix_transformer,masked_reconstruction,fold_2__h10__seed_2__lb20__supervised,fold_2__h10__seed_2__lb20__masked_reconstruction,0.3070805439766033,0.3079578042787088,0.0008772603021054981,0.0040020475330048,0.0032605498835713,-0.0007414976494334998,0.2028371381350231,0.2094715267917698,0.006634388656746704
2,10,2,20,matrix_transformer,next_field,fold_2__h10__seed_2__lb20__supervised,fold_2__h10__seed_2__lb20__next_field,0.3070805439766033,0.2610105838170024,-0.04606996015960091,0.0040020475330048,,,0.2028371381350231,0.0430567191726582,-0.1597804189623649
2,20,0,20,matrix_transformer,masked_reconstruction,fold_2__h20__seed_0__lb20__supervised,fold_2__h20__seed_0__lb20__masked_reconstruction,0.3183422224277037,0.3547961540060458,0.03645393157834209,0.02888652300784,0.0398865662321502,0.0110000432243102,0.1689013535544469,0.1382110786538595,-0.0306902749005874
2,20,0,20,matrix_transformer,next_field,fold_2__h20__seed_0__lb20__supervised,fold_2__h20__seed_0__lb20__next_field,0.3183422224277037,0.2337599247013101,-0.08458229772639361,0.02888652300784,,,0.1689013535544469,0.014607573017308,-0.1542937805371389
