true_label,predicted_label,count,row_normalised_percent
up,up,38396,28.548697701739123
up,stationary,44594,33.157115983731494
up,down,51503,38.294186314529384
stationary,up,47525,18.066770068275474
stationary,stationary,115838,44.0361601508447
stationary,down,99689,37.897069780879825
down,up,27138,19.977032816571707
down,stationary,43955,32.356491909956866
down,down,64753,47.666475273471434
