model_name,lookback,split,fold_count,seed_count,run_count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,brier_score_mean,brier_score_std,ece_mean,ece_std
deeplob_style,20,test,5,1,5,0.4815241102358197,0.02681586958918923,0.4752855918327885,0.027423687142124432,0.2931995464290852,0.027212289357341612,0.7635660346752561,0.11357618746806006,0.29905233795870134,0.07898005061035429
matrix_transformer,20,test,5,1,5,0.8008005014065495,0.02232019592561012,0.733732432176707,0.02803430253346521,0.6288492829430028,0.03535016828824416,0.2738096529709252,0.03306972103700781,0.03151656902340335,0.012802502050867949
