model_name,split,confidence_threshold,cost_bps,latency_steps,eligible_predictions,trade_count_proxy,turnover_proxy,gross_signal_return_proxy,cost_proxy,net_signal_return_proxy,hit_rate_proxy
majority,test,0.0,0.0,0,13901,13901,13901.0,22.724863090049755,0.0,22.724863090049755,0.6389468383569528
majority,test,0.0,0.5,0,13901,13901,13901.0,22.724863090049755,0.5,22.224863090049755,0.6389468383569528
majority,test,0.0,1.0,0,13901,13901,13901.0,22.724863090049755,1.0,21.724863090049755,0.6389468383569528
majority,test,0.0,5.0,0,13901,13901,13901.0,22.724863090049755,5.0,17.724863090049755,0.6389468383569528
majority,test,0.0,0.0,1,13900,13900,13900.0,22.726497972286456,0.0,22.726497972286456,0.6389208633093525
majority,test,0.0,0.5,1,13900,13900,13900.0,22.726497972286456,0.5,22.226497972286456,0.6389208633093525
majority,test,0.0,1.0,1,13900,13900,13900.0,22.726497972286456,1.0,21.726497972286456,0.6389208633093525
majority,test,0.0,5.0,1,13900,13900,13900.0,22.726497972286456,5.0,17.726497972286456,0.6389208633093525
majority,test,0.5,0.0,0,13901,13901,13901.0,22.724863090049755,0.0,22.724863090049755,0.6389468383569528
majority,test,0.5,0.5,0,13901,13901,13901.0,22.724863090049755,0.5,22.224863090049755,0.6389468383569528
majority,test,0.5,1.0,0,13901,13901,13901.0,22.724863090049755,1.0,21.724863090049755,0.6389468383569528
majority,test,0.5,5.0,0,13901,13901,13901.0,22.724863090049755,5.0,17.724863090049755,0.6389468383569528
majority,test,0.5,0.0,1,13900,13900,13900.0,22.726497972286456,0.0,22.726497972286456,0.6389208633093525
majority,test,0.5,0.5,1,13900,13900,13900.0,22.726497972286456,0.5,22.226497972286456,0.6389208633093525
majority,test,0.5,1.0,1,13900,13900,13900.0,22.726497972286456,1.0,21.726497972286456,0.6389208633093525
majority,test,0.5,5.0,1,13900,13900,13900.0,22.726497972286456,5.0,17.726497972286456,0.6389208633093525
majority,test,0.6,0.0,0,13901,13901,13901.0,22.724863090049755,0.0,22.724863090049755,0.6389468383569528
majority,test,0.6,0.5,0,13901,13901,13901.0,22.724863090049755,0.5,22.224863090049755,0.6389468383569528
majority,test,0.6,1.0,0,13901,13901,13901.0,22.724863090049755,1.0,21.724863090049755,0.6389468383569528
majority,test,0.6,5.0,0,13901,13901,13901.0,22.724863090049755,5.0,17.724863090049755,0.6389468383569528
majority,test,0.6,0.0,1,13900,13900,13900.0,22.726497972286456,0.0,22.726497972286456,0.6389208633093525
majority,test,0.6,0.5,1,13900,13900,13900.0,22.726497972286456,0.5,22.226497972286456,0.6389208633093525
majority,test,0.6,1.0,1,13900,13900,13900.0,22.726497972286456,1.0,21.726497972286456,0.6389208633093525
majority,test,0.6,5.0,1,13900,13900,13900.0,22.726497972286456,5.0,17.726497972286456,0.6389208633093525
majority,test,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,0.5,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
majority,test,0.7,5.0,1,0,0,0.0,0.0,0.0,0.0,0.0
logistic,test,0.0,0.0,0,13901,13411,13411.0,21.141062943204073,0.0,21.141062943204073,0.6395223365225523
logistic,test,0.0,0.5,0,13901,13411,13411.0,21.141062943204073,0.5,20.641062943204073,0.6395223365225523
logistic,test,0.0,1.0,0,13901,13411,13411.0,21.141062943204073,1.0,20.141062943204073,0.6395223365225523
logistic,test,0.0,5.0,0,13901,13411,13411.0,21.141062943204073,5.0,16.141062943204073,0.6395223365225523
logistic,test,0.0,0.0,1,13900,13410,13410.0,21.07028257077593,0.0,21.07028257077593,0.6394964028776978
logistic,test,0.0,0.5,1,13900,13410,13410.0,21.07028257077593,0.5,20.57028257077593,0.6394964028776978
logistic,test,0.0,1.0,1,13900,13410,13410.0,21.07028257077593,1.0,20.07028257077593,0.6394964028776978
logistic,test,0.0,5.0,1,13900,13410,13410.0,21.07028257077593,5.0,16.07028257077593,0.6394964028776978
logistic,test,0.5,0.0,0,11298,11152,11152.0,19.382465289992275,0.0,19.382465289992275,0.6869357408390866
logistic,test,0.5,0.5,0,11298,11152,11152.0,19.382465289992275,0.5,18.882465289992275,0.6869357408390866
logistic,test,0.5,1.0,0,11298,11152,11152.0,19.382465289992275,1.0,18.382465289992275,0.6869357408390866
logistic,test,0.5,5.0,0,11298,11152,11152.0,19.382465289992275,5.0,14.382465289992275,0.6869357408390866
logistic,test,0.5,0.0,1,11297,11151,11151.0,19.361827471662263,0.0,19.361827471662263,0.6869080286801805
logistic,test,0.5,0.5,1,11297,11151,11151.0,19.361827471662263,0.5,18.861827471662263,0.6869080286801805
logistic,test,0.5,1.0,1,11297,11151,11151.0,19.361827471662263,1.0,18.361827471662263,0.6869080286801805
logistic,test,0.5,5.0,1,11297,11151,11151.0,19.361827471662263,5.0,14.361827471662263,0.6869080286801805
logistic,test,0.6,0.0,0,7403,7341,7341.0,12.479011648414406,0.0,12.479011648414406,0.7379440767256518
logistic,test,0.6,0.5,0,7403,7341,7341.0,12.479011648414406,0.5,11.979011648414406,0.7379440767256518
logistic,test,0.6,1.0,0,7403,7341,7341.0,12.479011648414406,1.0,11.479011648414406,0.7379440767256518
logistic,test,0.6,5.0,0,7403,7341,7341.0,12.479011648414406,5.0,7.4790116484144065,0.7379440767256518
logistic,test,0.6,0.0,1,7404,7342,7342.0,16.79009635226387,0.0,16.79009635226387,0.737979470556456
logistic,test,0.6,0.5,1,7404,7342,7342.0,16.79009635226387,0.5,16.29009635226387,0.737979470556456
logistic,test,0.6,1.0,1,7404,7342,7342.0,16.79009635226387,1.0,15.79009635226387,0.737979470556456
