model_family,pretraining_objective,horizon,threshold,run_group_count,ok_group_count,status,mean_retained_sample_fraction,mean_active_trade_fraction,mean_classification_accuracy,mean_macro_f1,mean_directional_trade_hit_rate,mean_gross_directional_proxy,mean_net_cost_adjusted_proxy,payoff_mode,cost_mode
matrix_transformer,supervised,10,0.7,15,12,ok,0.16441872848624978,0.002206644035565983,0.8122650910679989,0.32120368460753285,0.366199354999529,-47.25,-47.25,unit_payoff,unit_proxy
matrix_transformer,supervised,10,0.75,15,12,ok,0.11052959792377465,0.0005156144879093055,0.8628669689738432,0.3122620486605174,0.10762240882722811,-16.583333333333332,-16.583333333333332,unit_payoff,unit_proxy
matrix_transformer,supervised,10,0.8,15,12,ok,0.05931456186483099,8.517960118910723e-06,0.9180598940420808,0.3189380080313672,0.0,-0.3333333333333333,-0.3333333333333333,unit_payoff,unit_proxy
matrix_transformer,supervised,10,0.85,15,10,ok,0.045488294090549684,0.0,0.9444315386444015,0.32368122226870455,,0.0,0.0,unit_payoff,unit_proxy
matrix_transformer,supervised,10,0.9,15,6,ok,0.036990455839763695,0.0,0.9575147691942955,0.3260625020597216,,0.0,0.0,unit_payoff,unit_proxy
matrix_transformer,supervised,10,0.95,15,0,skipped,0.0,0.0,,,,0.0,0.0,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.33,15,15,ok,1.0,0.6148943383535769,0.409139097736246,0.3711322885696212,0.30597189743518866,-8180.4,-8180.4,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.35,15,15,ok,0.9880004179029809,0.6054599429425191,0.41033421887942934,0.3718070803806766,0.3068599410716778,-8018.266666666666,-8018.266666666666,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.4,15,15,ok,0.825934371867436,0.4743093583527946,0.4295289310715587,0.37414552719800276,0.3199670053057602,-6047.6,-6047.6,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.45,15,15,ok,0.6299989212095753,0.3210282280366919,0.4601309557856083,0.368740746764294,0.3330132623370557,-4066.8,-4066.8,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.5,15,15,ok,0.4389263250334452,0.20295286963875234,0.5181080147747739,0.3821254257577612,0.34430510594305674,-2607.733333333333,-2607.733333333333,unit_payoff,unit_proxy
matrix_transformer,supervised,20,0.55,15,15,ok,0.2737986270918527,0.12020135694846935,0.5669606753238059,0.3947949172346071,0.343956304201912,-1512.8,-1512.8,unit_payoff,unit_proxy
