model_family,pretraining_objective,horizon,fold,seed,lookback,partition,latency_step,retained_samples,dropped_samples,active_trades,directional_hit_rate,gross_proxy,net_proxy,degradation_vs_latency_0,net_degradation_vs_latency_0,payoff_mode,cost_mode,status,skipped_reason
matrix_transformer,masked_reconstruction,50,fold_1,0,20,test,0,38378,0,31725,0.42565799842395585,-4717.0,-4717.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,0,20,test,1,38377,1,31724,0.4209431345353675,-5016.0,-5016.0,-299.0,-299.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,0,20,test,2,38376,2,31723,0.41534533303911986,-5371.0,-5371.0,-654.0,-654.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,0,20,test,5,38373,5,31720,0.3949873896595208,-6662.0,-6662.0,-1945.0,-1945.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,0,20,test,10,38368,10,31715,0.3838562194545168,-7367.0,-7367.0,-2650.0,-2650.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,1,20,test,0,38378,0,38372,0.37066089857187534,-9926.0,-9926.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,1,20,test,1,38377,1,38371,0.3689505094993615,-10057.0,-10057.0,-131.0,-131.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,1,20,test,2,38376,2,38370,0.3663539223351577,-10256.0,-10256.0,-330.0,-330.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,1,20,test,5,38373,5,38367,0.356217582818568,-11033.0,-11033.0,-1107.0,-1107.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,1,20,test,10,38368,10,38362,0.3519889473958605,-11356.0,-11356.0,-1430.0,-1430.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,2,20,test,0,38378,0,33672,0.4200522689474935,-5384.0,-5384.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,2,20,test,1,38377,1,33671,0.4157286685872115,-5675.0,-5675.0,-291.0,-291.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,2,20,test,2,38376,2,33670,0.41075141075141075,-6010.0,-6010.0,-626.0,-626.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,2,20,test,5,38373,5,33667,0.3894911931565034,-7441.0,-7441.0,-2057.0,-2057.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_1,2,20,test,10,38368,10,33662,0.37826035292020677,-8196.0,-8196.0,-2812.0,-2812.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,0,20,test,0,28516,0,21491,0.3860685868503094,-4897.0,-4897.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,0,20,test,1,28515,1,21491,0.3831836582755572,-5021.0,-5021.0,-124.0,-124.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,0,20,test,2,28514,2,21491,0.3797403564282723,-5169.0,-5169.0,-272.0,-272.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,0,20,test,5,28511,5,21491,0.36066260295007213,-5989.0,-5989.0,-1092.0,-1092.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,0,20,test,10,28506,10,21491,0.35098413289283886,-6405.0,-6405.0,-1508.0,-1508.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,1,20,test,0,28516,0,20282,0.4134207671827236,-3512.0,-3512.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,1,20,test,1,28515,1,20282,0.4083916773493738,-3716.0,-3716.0,-204.0,-204.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,1,20,test,2,28514,2,20282,0.4004042993787595,-4040.0,-4040.0,-528.0,-528.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,1,20,test,5,28511,5,20282,0.36929296913519377,-5302.0,-5302.0,-1790.0,-1790.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,1,20,test,10,28506,10,20282,0.3550438812740361,-5880.0,-5880.0,-2368.0,-2368.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,2,20,test,0,28516,0,19168,0.3805822203672788,-4578.0,-4578.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,2,20,test,1,28515,1,19168,0.3779737061769616,-4678.0,-4678.0,-100.0,-100.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,2,20,test,2,28514,2,19168,0.37400876460767946,-4830.0,-4830.0,-252.0,-252.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,2,20,test,5,28511,5,19168,0.3572621035058431,-5472.0,-5472.0,-894.0,-894.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_2,2,20,test,10,28506,10,19168,0.34750626043405675,-5846.0,-5846.0,-1268.0,-1268.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,0,20,test,0,37004,0,30515,0.40681631984270034,-5687.0,-5687.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,0,20,test,1,37003,1,30514,0.4035524677197352,-5886.0,-5886.0,-199.0,-199.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,0,20,test,2,37002,2,30513,0.39982958083439846,-6113.0,-6113.0,-426.0,-426.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,0,20,test,5,36999,5,30510,0.38420190101606033,-7066.0,-7066.0,-1379.0,-1379.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,0,20,test,10,36994,10,30505,0.37879036223569906,-7395.0,-7395.0,-1708.0,-1708.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,1,20,test,0,37004,0,30902,0.4156041680150152,-5216.0,-5216.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,1,20,test,1,37003,1,30901,0.41183133231934244,-5449.0,-5449.0,-233.0,-233.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,1,20,test,2,37002,2,30900,0.40805825242718446,-5682.0,-5682.0,-466.0,-466.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,1,20,test,5,36999,5,30897,0.38987603974495905,-6805.0,-6805.0,-1589.0,-1589.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,1,20,test,10,36994,10,30892,0.3819435452544348,-7294.0,-7294.0,-2078.0,-2078.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,2,20,test,0,37004,0,29659,0.4275936477966216,-4295.0,-4295.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,2,20,test,1,37003,1,29658,0.4222132308314789,-4614.0,-4614.0,-319.0,-319.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,2,20,test,2,37002,2,29657,0.41619179283137203,-4971.0,-4971.0,-676.0,-676.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,2,20,test,5,36999,5,29654,0.39202131247049304,-6404.0,-6404.0,-2109.0,-2109.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_3,2,20,test,10,36994,10,29649,0.38611757563492866,-6753.0,-6753.0,-2458.0,-2458.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,0,20,test,0,34766,0,27397,0.43059459064861116,-3803.0,-3803.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,0,20,test,1,34765,1,27396,0.4279821871806103,-3946.0,-3946.0,-143.0,-143.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,0,20,test,2,34764,2,27395,0.4242745026464683,-4149.0,-4149.0,-346.0,-346.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,0,20,test,5,34761,5,27392,0.4050452686915888,-5202.0,-5202.0,-1399.0,-1399.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,0,20,test,10,34756,10,27387,0.3944572242304743,-5781.0,-5781.0,-1978.0,-1978.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,1,20,test,0,34766,0,30774,0.43630987196984466,-3920.0,-3920.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,1,20,test,1,34765,1,30774,0.4335802950542666,-4088.0,-4088.0,-168.0,-168.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,1,20,test,2,34764,2,30773,0.4291424300523186,-4361.0,-4361.0,-441.0,-441.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,1,20,test,5,34761,5,30770,0.4093922651933702,-5576.0,-5576.0,-1656.0,-1656.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,1,20,test,10,34756,10,30765,0.39736713798147244,-6315.0,-6315.0,-2395.0,-2395.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,2,20,test,0,34766,0,31790,0.39971689210443534,-6376.0,-6376.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,2,20,test,1,34765,1,31790,0.3973576596413967,-6526.0,-6526.0,-150.0,-150.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,2,20,test,2,34764,2,31789,0.39494793796596306,-6679.0,-6679.0,-303.0,-303.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,2,20,test,5,34761,5,31786,0.3816460076763355,-7524.0,-7524.0,-1148.0,-1148.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_4,2,20,test,10,34756,10,31781,0.3774896951008464,-7787.0,-7787.0,-1411.0,-1411.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,0,20,test,0,39133,0,32186,0.4295345802522836,-4536.0,-4536.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,0,20,test,1,39132,1,32185,0.42613018486872767,-4755.0,-4755.0,-219.0,-219.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,0,20,test,2,39131,2,32184,0.42089236887894604,-5092.0,-5092.0,-556.0,-556.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,0,20,test,5,39128,5,32183,0.3937171798775751,-6841.0,-6841.0,-2305.0,-2305.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,0,20,test,10,39123,10,32178,0.3790477966312387,-7784.0,-7784.0,-3248.0,-3248.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,1,20,test,0,39133,0,29019,0.44622488714290637,-3121.0,-3121.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,1,20,test,1,39132,1,29018,0.44055413881039357,-3450.0,-3450.0,-329.0,-329.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,1,20,test,2,39131,2,29017,0.43419374849226317,-3819.0,-3819.0,-698.0,-698.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,1,20,test,5,39128,5,29014,0.4055628317364031,-5480.0,-5480.0,-2359.0,-2359.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,1,20,test,10,39123,10,29009,0.3953945327312213,-6069.0,-6069.0,-2948.0,-2948.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,2,20,test,0,39133,0,31736,0.4390912528358961,-3866.0,-3866.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,2,20,test,1,39132,1,31735,0.43371671655900423,-4207.0,-4207.0,-341.0,-341.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,2,20,test,2,39131,2,31734,0.42865696098821454,-4528.0,-4528.0,-662.0,-662.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,2,20,test,5,39128,5,31731,0.4034225205634868,-6129.0,-6129.0,-2263.0,-2263.0,unit_payoff,unit_proxy,ok,
matrix_transformer,masked_reconstruction,50,fold_5,2,20,test,10,39123,10,31727,0.3872726699656444,-7153.0,-7153.0,-3287.0,-3287.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,0,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,0,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,0,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,0,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,0,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,1,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,1,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,1,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,1,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,1,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,2,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,2,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,2,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,2,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_1,2,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,0,20,test,0,28516,0,1454,0.2297111416781293,-786.0,-786.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,0,20,test,1,28515,1,1454,0.23521320495185694,-770.0,-770.0,16.0,16.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,0,20,test,2,28514,2,1454,0.21664374140302614,-824.0,-824.0,-38.0,-38.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,0,20,test,5,28511,5,1454,0.2077028885832187,-850.0,-850.0,-64.0,-64.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,0,20,test,10,28506,10,1454,0.21939477303988997,-816.0,-816.0,-30.0,-30.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,1,20,test,0,28516,0,2,0.0,-2.0,-2.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,1,20,test,1,28515,1,2,0.5,0.0,0.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,1,20,test,2,28514,2,2,0.0,-2.0,-2.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,1,20,test,5,28511,5,2,0.0,-2.0,-2.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,1,20,test,10,28506,10,2,0.5,0.0,0.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,2,20,test,0,28516,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,2,20,test,1,28515,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,2,20,test,2,28514,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,2,20,test,5,28511,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_2,2,20,test,10,28506,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,0,20,test,0,37004,0,7,0.0,-7.0,-7.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,0,20,test,1,37003,1,7,0.0,-7.0,-7.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,0,20,test,2,37002,2,7,0.14285714285714285,-5.0,-5.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,0,20,test,5,36999,5,7,0.42857142857142855,-1.0,-1.0,6.0,6.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,0,20,test,10,36994,10,7,0.14285714285714285,-5.0,-5.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,1,20,test,0,37004,0,420,0.1380952380952381,-304.0,-304.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,1,20,test,1,37003,1,420,0.16666666666666666,-280.0,-280.0,24.0,24.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,1,20,test,2,37002,2,420,0.15714285714285714,-288.0,-288.0,16.0,16.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,1,20,test,5,36999,5,420,0.14047619047619048,-302.0,-302.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,1,20,test,10,36994,10,420,0.15714285714285714,-288.0,-288.0,16.0,16.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,2,20,test,0,37004,0,407,0.2628992628992629,-193.0,-193.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,2,20,test,1,37003,1,407,0.23832923832923833,-213.0,-213.0,-20.0,-20.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,2,20,test,2,37002,2,407,0.21867321867321868,-229.0,-229.0,-36.0,-36.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,2,20,test,5,36999,5,407,0.21867321867321868,-229.0,-229.0,-36.0,-36.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_3,2,20,test,10,36994,10,407,0.21621621621621623,-231.0,-231.0,-38.0,-38.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,0,20,test,0,34766,0,9801,0.19620446893174165,-5955.0,-5955.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,0,20,test,1,34765,1,9801,0.1991633506785022,-5897.0,-5897.0,58.0,58.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,0,20,test,2,34764,2,9801,0.19834710743801653,-5913.0,-5913.0,42.0,42.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,0,20,test,5,34761,5,9801,0.19508213447607387,-5977.0,-5977.0,-22.0,-22.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,0,20,test,10,34756,10,9801,0.1927354351596776,-6023.0,-6023.0,-68.0,-68.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,1,20,test,0,34766,0,12859,0.21992378878606422,-7203.0,-7203.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,1,20,test,1,34765,1,12859,0.22000155533089666,-7201.0,-7201.0,2.0,2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,1,20,test,2,34764,2,12859,0.20965860486818572,-7467.0,-7467.0,-264.0,-264.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,1,20,test,5,34761,5,12859,0.20856987324053192,-7495.0,-7495.0,-292.0,-292.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,1,20,test,10,34756,10,12859,0.20569251108173264,-7569.0,-7569.0,-366.0,-366.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,2,20,test,0,34766,0,16366,0.20041549553953317,-9806.0,-9806.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,2,20,test,1,34765,1,16366,0.20059880239520958,-9800.0,-9800.0,6.0,6.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,2,20,test,2,34764,2,16366,0.19540510815104484,-9970.0,-9970.0,-164.0,-164.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,2,20,test,5,34761,5,16366,0.1908224367591348,-10120.0,-10120.0,-314.0,-314.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_4,2,20,test,10,34756,10,16366,0.19393865330563362,-10018.0,-10018.0,-212.0,-212.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,0,20,test,0,39133,0,7,0.2857142857142857,-3.0,-3.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,0,20,test,1,39132,1,7,0.14285714285714285,-5.0,-5.0,-2.0,-2.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,0,20,test,2,39131,2,7,0.2857142857142857,-3.0,-3.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,0,20,test,5,39128,5,7,0.0,-7.0,-7.0,-4.0,-4.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,0,20,test,10,39123,10,7,0.0,-7.0,-7.0,-4.0,-4.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,1,20,test,0,39133,0,14055,0.19537531127712557,-8563.0,-8563.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,1,20,test,1,39132,1,14055,0.19637139807897544,-8535.0,-8535.0,28.0,28.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,1,20,test,2,39131,2,14055,0.19715403770900036,-8513.0,-8513.0,50.0,50.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,1,20,test,5,39128,5,14055,0.1943792244752757,-8591.0,-8591.0,-28.0,-28.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,1,20,test,10,39123,10,14055,0.19238705087157595,-8647.0,-8647.0,-84.0,-84.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,2,20,test,0,39133,0,6230,0.16613162118780098,-4160.0,-4160.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,2,20,test,1,39132,1,6230,0.17191011235955056,-4088.0,-4088.0,72.0,72.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,2,20,test,2,39131,2,6230,0.18025682182985553,-3984.0,-3984.0,176.0,176.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,2,20,test,5,39128,5,6230,0.18073836276083466,-3978.0,-3978.0,182.0,182.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,10,fold_5,2,20,test,10,39123,10,6230,0.1841091492776886,-3936.0,-3936.0,224.0,224.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,0,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,0,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,0,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,0,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,0,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,1,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,1,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,1,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,1,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,1,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,2,20,test,0,38378,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,2,20,test,1,38377,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,2,20,test,2,38376,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,2,20,test,5,38373,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_1,2,20,test,10,38368,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_2,0,20,test,0,28516,0,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_2,0,20,test,1,28515,1,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_2,0,20,test,2,28514,2,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_2,0,20,test,5,28511,5,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
matrix_transformer,next_field,20,fold_2,0,20,test,10,28506,10,0,,0.0,0.0,0.0,0.0,unit_payoff,unit_proxy,ok,
