fold,horizon,seed,lookback,model_family,ssl_objective,comparison,supervised_run_id,ssl_run_id,supervised_macro_f1,ssl_macro_f1,delta_macro_f1,supervised_accuracy,ssl_accuracy,delta_accuracy,supervised_mcc,ssl_mcc,delta_mcc,supervised_ece,ssl_ece,delta_ece,supervised_brier_score,ssl_brier_score,delta_brier_score,supervised_nll,ssl_nll,delta_nll,macro_f1_outcome,ece_outcome,mcc_outcome,status,reason
3,50,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_3__h50__seed_1__lb20__supervised,fold_3__h50__seed_1__lb20__masked_reconstruction,0.4165034324997965,0.39731905951753443,-0.019184372982262055,0.43392606204734624,0.4307642417035996,-0.003161820343746624,0.14539947845424447,0.14960354778782953,0.004204069333585053,0.10469281525406453,0.1129638415370863,0.008271026283021773,0.674922346993342,0.6755346158446782,0.0006122688513362506,1.1766523146422025,1.1370025905788164,-0.03964972406338618,loss,loss,win,matched,
3,50,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_3__h50__seed_1__lb20__supervised,fold_3__h50__seed_1__lb20__next_field,0.4165034324997965,0.4106092081498811,-0.005894224349915378,0.43392606204734624,0.4300075667495406,-0.003918495297805635,0.14539947845424447,0.14039039133144768,-0.005009087122796796,0.10469281525406453,0.09386068912959919,-0.010832126124465338,0.674922346993342,0.6735288741818838,-0.0013934728114581851,1.1766523146422025,1.122839186753658,-0.05381312788854453,loss,win,loss,matched,
3,50,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_3__h50__seed_2__lb20__supervised,fold_3__h50__seed_2__lb20__masked_reconstruction,0.4028420514228152,0.4175560224847151,0.014713971061899866,0.4304940006485785,0.43608799048751484,0.005593989838936331,0.14602725416742834,0.15223022890193988,0.006202974734511535,0.1092870122847563,0.08679218551901624,-0.022494826765740064,0.6673200176752786,0.6678182830605343,0.0004982653852556584,1.1377586442587913,1.1357446300773588,-0.002014014181432433,win,win,win,matched,
3,50,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_3__h50__seed_2__lb20__supervised,fold_3__h50__seed_2__lb20__next_field,0.4028420514228152,0.36095690630814214,-0.04188514511467306,0.4304940006485785,0.41182034374662196,-0.018673656901956548,0.14602725416742834,0.11659836553832169,-0.029428888629106656,0.1092870122847563,0.060200242462172,-0.0490867698225843,0.6673200176752786,0.6577106079756586,-0.009609409699619986,1.1377586442587913,1.0820050794255724,-0.055753564833218805,loss,win,loss,matched,
4,10,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h10__seed_0__lb20__supervised,fold_4__h10__seed_0__lb20__masked_reconstruction,0.3623271782589143,0.3386806479758771,-0.023646530283037204,0.40571247770810565,0.4066904446873382,0.0009779669792325807,0.04896121062148291,-0.0029272739916571546,-0.051888484613140065,0.08876054560081893,0.08941634056073298,0.0006557949599140522,0.6254118322621045,0.6647329324422621,0.03932110018015755,1.0337447410522729,1.1158411571644362,0.08209641611216334,loss,loss,loss,matched,
4,10,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h10__seed_0__lb20__supervised,fold_4__h10__seed_0__lb20__next_field,0.3623271782589143,0.29887539958334286,-0.06345177867557145,0.40571247770810565,0.4562791232813668,0.05056664557326118,0.04896121062148291,-0.04303866766354829,-0.0919998782850312,0.08876054560081893,0.13225263993643613,0.043492094335617196,0.6254118322621045,0.7032921380851629,0.07788030582305838,1.0337447410522729,1.2580113111696305,0.22426657011735762,loss,loss,loss,matched,
4,10,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h10__seed_1__lb20__supervised,fold_4__h10__seed_1__lb20__masked_reconstruction,0.3609170277907691,0.3435817260182021,-0.017335301772567036,0.5058102744060289,0.3804003911867917,-0.12540988321923718,0.050798881950835074,0.02216791679898735,-0.028630965151847723,0.0574284140318842,0.11909379848944505,0.061665384457560854,0.5949920883024127,0.7094498878309703,0.11445779952855761,0.9937826593299736,1.203657685493115,0.20987502616314135,loss,loss,loss,matched,
4,10,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h10__seed_1__lb20__supervised,fold_4__h10__seed_1__lb20__next_field,0.3609170277907691,0.3305477195772247,-0.030369308213544444,0.5058102744060289,0.4465282172237243,-0.05928205718230456,0.050798881950835074,0.003335235175921571,-0.04746364677491351,0.0574284140318842,0.10776128890559765,0.05033287487371345,0.5949920883024127,0.6748862762319483,0.07989418792953562,0.9937826593299736,1.1559585499299694,0.16217589059999582,loss,loss,loss,matched,
4,10,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h10__seed_2__lb20__supervised,fold_4__h10__seed_2__lb20__masked_reconstruction,0.37603976770457687,0.3083571273355577,-0.06768264036901916,0.4105160214002186,0.3742737156992464,-0.0362423057009722,0.0826322885588018,-0.00077856681175488,-0.08341085537055667,0.08428477819607806,0.14177791924158376,0.057493141045505694,0.6457146974252201,0.6906256154645252,0.044910918039305026,1.0661977772652793,1.1381039471946441,0.07190616992936483,loss,loss,loss,matched,
4,10,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h10__seed_2__lb20__supervised,fold_4__h10__seed_2__lb20__next_field,0.37603976770457687,0.3007861111117814,-0.07525365659279548,0.4105160214002186,0.3813783581660243,-0.02913766323419431,0.0826322885588018,-0.044645177335077786,-0.1272774658938796,0.08428477819607806,0.16586149606660164,0.08157671787052358,0.6457146974252201,0.692177336338364,0.04646263891314384,1.0661977772652793,1.1488680881585136,0.08267031089323429,loss,loss,loss,matched,
4,20,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h20__seed_0__lb20__supervised,fold_4__h20__seed_0__lb20__masked_reconstruction,0.406204218698456,0.38507608927538817,-0.021128129423067854,0.40781223033998737,0.3906690444687338,-0.017143185871253575,0.1310951682473272,0.09153900648058869,-0.03955616176673851,0.05511315755670143,0.07638815678239885,0.021274999225697422,0.6490446244047395,0.6891822816466677,0.04013765724192819,1.0740802314555216,1.1584488880957646,0.08436865664024307,loss,loss,loss,matched,
4,20,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h20__seed_0__lb20__supervised,fold_4__h20__seed_0__lb20__next_field,0.406204218698456,0.2551333063155295,-0.15107091238292653,0.40781223033998737,0.43441868492205027,0.0266064545820629,0.1310951682473272,-0.025263902702278504,-0.15635907094960572,0.05511315755670143,0.08417169111521114,0.029058533558509708,0.6490446244047395,0.6545886732007986,0.005544048796059076,1.0740802314555216,1.0843112415820897,0.01023101012656813,loss,loss,loss,matched,
4,20,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h20__seed_1__lb20__supervised,fold_4__h20__seed_1__lb20__masked_reconstruction,0.4018510229612479,0.3815024865771819,-0.02034853638406603,0.40571247770810565,0.38195363285969053,-0.023758844848415117,0.1365078208734346,0.1264073336682137,-0.010100487205220915,0.10723513036929576,0.09387289022664123,-0.013362240142654525,0.6791305435205374,0.6991793379603657,0.02004879443982832,1.1215146019388267,1.1764112890286533,0.054896687089826646,loss,win,loss,matched,
4,20,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h20__seed_1__lb20__supervised,fold_4__h20__seed_1__lb20__next_field,0.4018510229612479,0.35691419276562814,-0.04493683019561978,0.40571247770810565,0.3761145947189783,-0.029597882989127355,0.1365078208734346,0.03964298574418203,-0.09686483512925258,0.10723513036929576,0.09758935689237462,-0.009645773476921138,0.6791305435205374,0.6902138383136939,0.011083294793156506,1.1215146019388267,1.1586909291001743,0.037176327161347666,loss,win,loss,matched,
4,20,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h20__seed_2__lb20__supervised,fold_4__h20__seed_2__lb20__masked_reconstruction,0.39352909853160084,0.38430212839715683,-0.009226970134444012,0.392624978427199,0.3850025887361215,-0.007622389691077536,0.1282047115603494,0.10538235324595684,-0.02282235831439257,0.08513186853358293,0.06863256422747736,-0.016499304306105564,0.6875587905711205,0.6880792139057256,0.0005204233346051135,1.1417966293042712,1.1502171944135247,0.008420565109253486,loss,win,loss,matched,
4,20,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h20__seed_2__lb20__supervised,fold_4__h20__seed_2__lb20__next_field,0.39352909853160084,0.35270955647670554,-0.0408195420548953,0.392624978427199,0.37579819363746186,-0.016826784789737148,0.1282047115603494,0.03141014197981242,-0.09679456958053698,0.08513186853358293,0.07818703131623352,-0.006944837217349412,0.6875587905711205,0.6783032897812986,-0.009255500789821847,1.1417966293042712,1.1314504446270452,-0.010346184677225922,loss,win,loss,matched,
4,50,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h50__seed_0__lb20__supervised,fold_4__h50__seed_0__lb20__masked_reconstruction,0.4361753843747121,0.40929342337171776,-0.026881961002994337,0.47327849047920384,0.4205833285393776,-0.05269516193982626,0.19186752661103482,0.117566021591272,-0.07430150501976282,0.024047105949375945,0.09003182800333684,0.06598472205396089,0.6401169628465874,0.6625158052153313,0.0223988423687439,1.0745546534852435,1.0955645185056764,0.021009865020432894,loss,loss,loss,matched,
4,50,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h50__seed_0__lb20__supervised,fold_4__h50__seed_0__lb20__next_field,0.4361753843747121,0.4334043436980916,-0.0027710406766204843,0.47327849047920384,0.45478340907783465,-0.018495081401369184,0.19186752661103482,0.16615557388361893,-0.025711952727415888,0.024047105949375945,0.028420876613050122,0.004373770663674177,0.6401169628465874,0.6530802910286385,0.012963328182051148,1.0745546534852435,1.100831147907724,0.02627649442248048,loss,loss,loss,matched,
4,50,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h50__seed_1__lb20__supervised,fold_4__h50__seed_1__lb20__masked_reconstruction,0.45984317077970766,0.4206095649856414,-0.03923360579406626,0.48072829776218146,0.4467295633665075,-0.03399873439567397,0.2059484207031049,0.15439500057533614,-0.051553420127768756,0.05317879775984115,0.11104203880917343,0.057863241049332284,0.6365639139168019,0.6746737063781579,0.03810979246135604,1.0781687844035928,1.1604314149259058,0.08226263052231308,loss,loss,loss,matched,
4,50,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h50__seed_1__lb20__supervised,fold_4__h50__seed_1__lb20__next_field,0.45984317077970766,0.44106569341015067,-0.018777477369556983,0.48072829776218146,0.4760110452741184,-0.0047172524880630395,0.2059484207031049,0.19705155457994064,-0.00889686612316426,0.05317879775984115,0.05222638397298402,-0.0009524137868571272,0.6365639139168019,0.6496631026305473,0.01309918871374538,1.0781687844035928,1.1181742451088947,0.040005460705301976,loss,win,loss,matched,
4,50,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_4__h50__seed_2__lb20__supervised,fold_4__h50__seed_2__lb20__masked_reconstruction,0.43208652408221004,0.39633163050100034,-0.0357548935812097,0.4678996720934246,0.41908761433584535,-0.04881205775757924,0.1826898455490013,0.10417976119621962,-0.07851008435278169,0.04766075568681918,0.11456792514081043,0.06690716945399125,0.6395603717206028,0.6671504134781034,0.027590041757500683,1.0717076401356098,1.1147169894082234,0.04300934927261357,loss,loss,loss,matched,
4,50,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_4__h50__seed_2__lb20__supervised,fold_4__h50__seed_2__lb20__next_field,0.43208652408221004,0.4411675810297789,0.009081056947568833,0.4678996720934246,0.4775067594776506,0.009607087384225999,0.1826898455490013,0.19972135738028143,0.017031511831280127,0.04766075568681918,0.06865548865691161,0.020994732970092432,0.6395603717206028,0.6590663065232732,0.019505934802670488,1.0717076401356098,1.167970768817209,0.09626312868159914,win,loss,win,matched,
5,10,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h10__seed_0__lb20__supervised,fold_5__h10__seed_0__lb20__masked_reconstruction,0.4463728417241037,0.30177117868919706,-0.14460166303490662,0.4831216620243784,0.5185393401988092,0.03541767817443081,0.2013486903121792,-0.030567862859740697,-0.2319165531719199,0.10893142743250457,0.036741437438881884,-0.0721899899936227,0.6095583276339013,0.5742203774114618,-0.03533795022243946,1.0296527866609921,0.9658830464729218,-0.06376974018807036,loss,win,loss,matched,
5,10,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h10__seed_0__lb20__supervised,fold_5__h10__seed_0__lb20__next_field,0.4463728417241037,0.25355531353709043,-0.19281752818701325,0.4831216620243784,0.6130886975187182,0.1299670354943398,0.2013486903121792,0.0017033875795760933,-0.1996453027326031,0.10893142743250457,0.03713197638653629,-0.07179945104596827,0.6095583276339013,0.5386830699912823,-0.07087525764261893,1.0296527866609921,0.9181528727076306,-0.11149991395336156,loss,win,loss,matched,
5,10,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h10__seed_1__lb20__supervised,fold_5__h10__seed_1__lb20__masked_reconstruction,0.31700659527057506,0.34311166967400225,0.026105074403427186,0.5376025349449314,0.43853014080188074,-0.09907239414305063,-0.001235476870485226,0.06625341841715411,0.06748889528763934,0.01766521250126556,0.13547826938680785,0.11781305688554229,0.5557236058943742,0.6121268072730189,0.05640320137864474,0.9368052643334871,1.0146504929161095,0.07784522858262244,win,loss,win,matched,
5,10,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h10__seed_1__lb20__supervised,fold_5__h10__seed_1__lb20__next_field,0.31700659527057506,0.30755900488625504,-0.009447590384320026,0.5376025349449314,0.4589732450872665,-0.07862928985766487,-0.001235476870485226,-0.0063500083658455655,-0.00511453149536034,0.01766521250126556,0.13398179139993105,0.11631657889866549,0.5557236058943742,0.6291994854012519,0.07347587950687773,0.9368052643334871,1.0648320222696537,0.12802675793616658,loss,loss,loss,matched,
5,10,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h10__seed_2__lb20__supervised,fold_5__h10__seed_2__lb20__masked_reconstruction,0.37601506431655335,0.36547791424414905,-0.0105371500724043,0.5007793933508803,0.47824087087624256,-0.022538522474637723,0.0995962655807682,0.05392827114004774,-0.045667994440720464,0.08062867446104917,0.048245158856035,-0.032383515605014165,0.5781551105727737,0.5873337432149724,0.009178632642198759,0.9646497380780342,0.9899255899281961,0.0252758518501619,loss,win,loss,matched,
5,10,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h10__seed_2__lb20__supervised,fold_5__h10__seed_2__lb20__next_field,0.37601506431655335,0.29199872314800623,-0.08401634116854712,0.5007793933508803,0.5300385863593386,0.029259193008458362,0.0995962655807682,-0.04186583560316766,-0.14146210118393587,0.08062867446104917,0.039214213856682986,-0.04141446060436618,0.5781551105727737,0.5806646578876135,0.0025095473148397662,0.9646497380780342,0.9805403910914083,0.015890653013374112,loss,win,loss,matched,
5,20,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h20__seed_0__lb20__supervised,fold_5__h20__seed_0__lb20__masked_reconstruction,0.46280176175964205,0.3899529263227501,-0.07284883543689197,0.4823294917333197,0.4301995758055861,-0.05212991592773358,0.24216730448023857,0.11971952585255832,-0.12244777862768025,0.07911176728822604,0.1235035459309177,0.04439177864269166,0.6028955465943623,0.6624227263114271,0.05952717971706478,1.0059735612893204,1.1253410475022676,0.11936748621294724,loss,loss,loss,matched,
5,20,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h20__seed_0__lb20__supervised,fold_5__h20__seed_0__lb20__next_field,0.46280176175964205,0.3823088237545848,-0.08049293800505725,0.4823294917333197,0.43587253724478064,-0.04645695448853904,0.24216730448023857,0.08032800159000984,-0.16183930289022874,0.07911176728822604,0.11818997071401954,0.039078203425793503,0.6028955465943623,0.6686053171405524,0.0657097705461901,1.0059735612893204,1.1458480021921869,0.1398744409028665,loss,loss,loss,matched,
5,20,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h20__seed_1__lb20__supervised,fold_5__h20__seed_1__lb20__masked_reconstruction,0.39621777070759795,0.40133423207966307,0.0051164613720651175,0.4414177292821915,0.4350037053126517,-0.006414023969539773,0.1400456685576446,0.14511805717891918,0.005072388621274571,0.06825631697535112,0.12915589714158776,0.060899580166236644,0.627556687701847,0.6588538063808195,0.031297118678972446,1.0493981387090328,1.103735704840483,0.05433756613145024,win,loss,win,matched,
5,20,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h20__seed_1__lb20__supervised,fold_5__h20__seed_1__lb20__next_field,0.39621777070759795,0.3532953052435371,-0.042922465464060866,0.4414177292821915,0.44399867119822145,0.0025809419160299774,0.1400456685576446,0.07418929299634516,-0.06585637556129945,0.06825631697535112,0.15171301183851493,0.08345669486316382,0.627556687701847,0.6898055351134494,0.062248847411602415,1.0493981387090328,1.1661345526256435,0.11673641391661072,loss,loss,loss,matched,
5,20,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h20__seed_2__lb20__supervised,fold_5__h20__seed_2__lb20__masked_reconstruction,0.4419294659670907,0.4250846066566096,-0.01684485931048113,0.4609664477550916,0.4440753328392916,-0.016891114915799976,0.2052488800275482,0.16400832844989852,-0.04124055157764969,0.1161832572487519,0.09567643260750423,-0.020506824641247673,0.6489915214128492,0.6608905716817665,0.011899050268917244,1.1080023182222036,1.1297603702522392,0.021758052030035557,loss,win,loss,matched,
5,20,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h20__seed_2__lb20__supervised,fold_5__h20__seed_2__lb20__next_field,0.4419294659670907,0.35642579214071635,-0.08550367382637436,0.4609664477550916,0.42414330616104057,-0.036823141594051034,0.2052488800275482,0.06626169211466844,-0.13898718791287978,0.1161832572487519,0.16447592846575157,0.048292671216999664,0.6489915214128492,0.6954484973482796,0.04645697593543041,1.1080023182222036,1.2070487012921645,0.09904638306996083,loss,loss,loss,matched,
5,50,0,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h50__seed_0__lb20__supervised,fold_5__h50__seed_0__lb20__masked_reconstruction,0.4922126608888715,0.4646908261913216,-0.027521834697549874,0.4985050979991312,0.4741266961388087,-0.024378401860322474,0.2630553051308744,0.22699018751788075,-0.036065117612993636,0.038188545294413824,0.07137947640934736,0.033190931114933535,0.6114827668449128,0.6334204599663432,0.021937693121430457,1.0398598014734277,1.0707161610645304,0.030856359591102667,loss,loss,loss,matched,
5,50,0,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h50__seed_0__lb20__supervised,fold_5__h50__seed_0__lb20__next_field,0.4922126608888715,0.4729537551369393,-0.019258905751932176,0.4985050979991312,0.4754810517977155,-0.023024046201415682,0.2630553051308744,0.22245403864064203,-0.04060126649023235,0.038188545294413824,0.027602991135471492,-0.010585554158942332,0.6114827668449128,0.6268305898960186,0.015347823051105824,1.0398598014734277,1.056083371690682,0.01622357021725418,loss,win,loss,matched,
5,50,1,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h50__seed_1__lb20__supervised,fold_5__h50__seed_1__lb20__masked_reconstruction,0.4682966866687493,0.47807617414247067,0.009779487473721371,0.482968338742238,0.48879462346357294,0.005826284721334951,0.24839189729046243,0.2448546217970693,-0.0035372754933931383,0.0745918389508145,0.08134346219072928,0.006751623239914781,0.6317874425912753,0.6294699858921153,-0.0023174566991599477,1.0780584772378579,1.0773809067151097,-0.0006775705227481943,win,loss,loss,matched,
5,50,1,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h50__seed_1__lb20__supervised,fold_5__h50__seed_1__lb20__next_field,0.4682966866687493,0.47085185348640873,0.0025551668176594378,0.482968338742238,0.4747144353870135,-0.008253903355224468,0.24839189729046243,0.21756461654129175,-0.030827280749170682,0.0745918389508145,0.04238576779944641,-0.032206071151368094,0.6317874425912753,0.6200984460135891,-0.011688996577686184,1.0780584772378579,1.0394098743115852,-0.0386486029262727,win,win,loss,matched,
5,50,2,20,matrix_transformer,masked_reconstruction,supervised_vs_masked_reconstruction,fold_5__h50__seed_2__lb20__supervised,fold_5__h50__seed_2__lb20__masked_reconstruction,0.48253861929099107,0.48284909624281563,0.0003104769518245676,0.4928832443206501,0.48938236271177776,-0.0035008816088723527,0.25598197330393063,0.2498831810247234,-0.0060987922792072324,0.0746813726556002,0.028046030309254247,-0.04663534234634595,0.6203471166676306,0.6185167066497627,-0.0018304100178679894,1.0566071597249451,1.0486764089941678,-0.007930750730777314,win,win,loss,matched,
5,50,2,20,matrix_transformer,next_field,supervised_vs_next_field,fold_5__h50__seed_2__lb20__supervised,fold_5__h50__seed_2__lb20__next_field,0.48253861929099107,0.47295451317134546,-0.009584106119645608,0.4928832443206501,0.4720823857102701,-0.020800858610380002,0.25598197330393063,0.21389785155926672,-0.042084121744663916,0.0746813726556002,0.07929196063009294,0.00461058797449275,0.6203471166676306,0.6418674372308317,0.02152032056320108,1.0566071597249451,1.111728282821227,0.05512112309628181,loss,loss,loss,matched,
