ablation_name,ablation_type,status,model_name,split,horizon,feature_group,lookback,calibration_bins,cost_bps,latency_steps,metric_name,metric_value,source_experiment,warning
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,14.119752929450796,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.6,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,9.119752929450796,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.5688176434551766,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,majority,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,15.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0,15.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.574075964876455,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,15.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0,14.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.574075964876455,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0,18132.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,15.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0,10.226320652920824,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.574075964876455,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.5,13583.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,14.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.5,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,14.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6453655304424648,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.5,13583.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,14.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.5,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,13.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6453655304424648,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.5,13583.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0.5,13215.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,14.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.5,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,9.358631894600068,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6453655304424648,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.6,8022.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,24.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.6,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,24.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.694091249065071,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.6,8022.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,24.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.6,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,23.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.694091249065071,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.6,8022.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0.6,7849.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,24.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.6,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,19.51382633506251,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.694091249065071,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.7,3656.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,54.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.7,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,54.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.7420678336980306,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.7,3656.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,54.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.7,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,53.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.7420678336980306,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.7,3656.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0.7,3564.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.7,54.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.7,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.7,49.45143390829343,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,logistic,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.7,0.7420678336980306,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,14.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0,14.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.5701960383908515,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,14.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0,13.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.5701960383908515,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0,19588.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0,19491.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0,14.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0,9.11943787140862,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0,0.5701960383908515,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,13.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.5,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,13.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6415901718545103,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,13.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.5,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,12.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6415901718545103,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.trade_count_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.turnover_proxy@confidence_threshold=0.5,14489.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.5,13.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.cost_proxy@confidence_threshold=0.5,5.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.net_signal_return_proxy@confidence_threshold=0.5,8.07911134239367,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.hit_rate_proxy@confidence_threshold=0.5,0.6415901718545103,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.eligible_predictions@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.trade_count_proxy@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.turnover_proxy@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,19.13617904835805,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.cost_proxy@confidence_threshold=0.6,0.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,19.13617904835805,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,0.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.6990626541687223,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.eligible_predictions@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.trade_count_proxy@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.turnover_proxy@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.gross_signal_return_proxy@confidence_threshold=0.6,19.13617904835805,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.cost_proxy@confidence_threshold=0.6,1.0,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.net_signal_return_proxy@confidence_threshold=0.6,18.13617904835805,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,1.0,0,execution.hit_rate_proxy@confidence_threshold=0.6,0.6990626541687223,experiments/calibration_bins_5,none
calibration_bins_5,calibration_bins,run,deeplob_style,test,10,all,1,5,5.0,0,execution.eligible_predictions@confidence_threshold=0.6,10135.0,experiments/calibration_bins_5,none
