model_name,source,fold_id,split,confidence_threshold,cost_bps,latency_steps,eligible_predictions,coverage,trade_count_proxy,turnover_proxy,gross_signal_return_proxy,cost_proxy,net_signal_return_proxy,hit_rate_proxy,adverse_selection_proxy,fill_assumption,fill_assumption_proxy,status,skip_reason
random_forest,classical,fold_1,test,0.5,0.0,1.0,7282.0,0.37177719916270996,7082.0,7082.0,11.512851293442823,0.0,11.512851293442823,0.6958253227135403,0.5390946570180333,full_fill_at_mid_no_queue,0.9725350178522384,ok,
random_forest,classical,fold_1,test,0.5,0.5,1.0,7282.0,0.37177719916270996,7082.0,7082.0,11.512851293442823,0.5,11.012851293442823,0.6958253227135403,0.5390946570180333,full_fill_at_mid_no_queue,0.9725350178522384,ok,
random_forest,classical,fold_1,test,0.5,1.0,1.0,7282.0,0.37177719916270996,7082.0,7082.0,11.512851293442823,1.0,10.512851293442823,0.6958253227135403,0.5390946570180333,full_fill_at_mid_no_queue,0.9725350178522384,ok,
random_forest,classical,fold_1,test,0.5,5.0,1.0,7282.0,0.37177719916270996,7082.0,7082.0,11.512851293442823,5.0,6.512851293442825,0.6958253227135403,0.5390946570180333,full_fill_at_mid_no_queue,0.9725350178522384,ok,
random_forest,classical,fold_1,test,0.6,0.0,0.0,1677.0,0.08561364100469675,1669.0,1669.0,16.507881220905478,0.0,16.507881220905478,0.7680381633870006,0.0,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,0.5,0.0,1677.0,0.08561364100469675,1669.0,1669.0,16.507881220905478,0.5,16.007881220905478,0.7680381633870006,0.0,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,1.0,0.0,1677.0,0.08561364100469675,1669.0,1669.0,16.507881220905478,1.0,15.507881220905478,0.7680381633870006,0.0,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,5.0,0.0,1677.0,0.08561364100469675,1669.0,1669.0,16.507881220905478,5.0,11.507881220905478,0.7680381633870006,0.0,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,0.0,1.0,1677.0,0.08561801194669934,1669.0,1669.0,15.98718540670453,0.0,15.98718540670453,0.7680381633870006,0.5206958142009483,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,0.5,1.0,1677.0,0.08561801194669934,1669.0,1669.0,15.98718540670453,0.5,15.48718540670453,0.7680381633870006,0.5206958142009483,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,1.0,1.0,1677.0,0.08561801194669934,1669.0,1669.0,15.98718540670453,1.0,14.98718540670453,0.7680381633870006,0.5206958142009483,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.6,5.0,1.0,1677.0,0.08561801194669934,1669.0,1669.0,15.98718540670453,5.0,10.98718540670453,0.7680381633870006,0.5206958142009483,full_fill_at_mid_no_queue,0.9952295766249255,ok,
random_forest,classical,fold_1,test,0.7,0.0,0.0,142.0,0.007249336328364305,142.0,142.0,199.92708220916296,0.0,199.92708220916296,0.7887323943661971,0.0,full_fill_at_mid_no_queue,1.0,ok,
random_forest,classical,fold_1,test,0.7,0.5,0.0,142.0,0.007249336328364305,142.0,142.0,199.92708220916296,0.5,199.42708220916296,0.7887323943661971,0.0,full_fill_at_mid_no_queue,1.0,ok,
