model_name,split,confidence_threshold,cost_bps,latency_steps,fold_count,coverage_mean,eligible_predictions_mean,turnover_proxy_mean,gross_signal_return_proxy_mean,cost_proxy_mean,net_signal_return_proxy_mean,net_signal_return_proxy_std,hit_rate_proxy_mean,status
majority,test,0.6,0.0,0,5,1.0,16671.4,16671.4,21.28622984703073,0.0,21.28622984703073,4.168286027747496,0.5893700656289758,ok
majority,test,0.6,0.0,1,5,1.0,16670.4,16670.4,21.28582479955753,0.0,21.28582479955753,4.1680733545754745,0.5893697951558332,ok
majority,test,0.6,0.5,0,5,1.0,16671.4,16671.4,21.28622984703073,0.5,20.78622984703073,4.168286027747496,0.5893700656289758,ok
majority,test,0.6,0.5,1,5,1.0,16670.4,16670.4,21.28582479955753,0.5,20.78582479955753,4.1680733545754745,0.5893697951558332,ok
majority,test,0.6,1.0,0,5,1.0,16671.4,16671.4,21.28622984703073,1.0,20.28622984703073,4.168286027747496,0.5893700656289758,ok
majority,test,0.6,1.0,1,5,1.0,16670.4,16670.4,21.28582479955753,1.0,20.28582479955753,4.1680733545754745,0.5893697951558332,ok
majority,test,0.6,5.0,0,5,1.0,16671.4,16671.4,21.28622984703073,5.0,16.28622984703073,4.168286027747496,0.5893700656289758,ok
majority,test,0.6,5.0,1,5,1.0,16670.4,16670.4,21.28582479955753,5.0,16.28582479955753,4.1680733545754745,0.5893697951558332,ok
majority,test,0.7,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,0.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,0.5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,0.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,1.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,1.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,5.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
majority,test,0.7,5.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
random_forest,test,0.0,0.0,0,5,1.0,16671.4,15191.0,9.824365963998629,0.0,9.824365963998629,5.42495117707914,0.601966374238325,ok
random_forest,test,0.0,0.0,1,5,1.0,16670.4,15190.0,9.963590599004672,0.0,9.963590599004672,5.290315860615991,0.6019812137288194,ok
random_forest,test,0.0,0.5,0,5,1.0,16671.4,15191.0,9.824365963998629,0.5,9.324365963998629,5.424951177079138,0.601966374238325,ok
random_forest,test,0.0,0.5,1,5,1.0,16670.4,15190.0,9.963590599004672,0.5,9.463590599004672,5.290315860615991,0.6019812137288194,ok
random_forest,test,0.0,1.0,0,5,1.0,16671.4,15191.0,9.824365963998629,1.0,8.824365963998629,5.424951177079138,0.601966374238325,ok
random_forest,test,0.0,1.0,1,5,1.0,16670.4,15190.0,9.963590599004672,1.0,8.963590599004672,5.290315860615991,0.6019812137288194,ok
